id,set,phase,question_type,topic,source_area,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,search_keywords,story_hint
R35-001,Rebuild_Set35,横断複合・重複回避十四段目,case,合成データと個人情報,データ活用/プライバシー,判断/運用,case,改訂シラバス寄せ,匿名化/合成データ万能視,顧客データを使えないため、統計的性質を保った合成データで需要予測モデルを試作する。G検定の観点で最も注意すべき説明はどれか。,合成データでも元データの分布や希少パターンを反映し、再識別やバイアス継承のリスクを評価する,合成データは実在人物を含まないため、個人情報やバイアスの観点は不要になる,合成データを使えば、学習後のモデル評価に実データを一切使わなくても本番性能が保証される,合成データは教師なし学習でしか利用できない,A,合成データは有用だが、元データの偏りや希少属性の漏えい可能性を完全には消さない。目的に応じた評価が必要である。,正解。合成データにも分布再現、漏えい、バイアス継承の確認が必要。,誤り。合成だから安全とみなすのは危険。,誤り。実運用性能は実データに近い検証や段階的確認が必要。,誤り。教師あり・評価・シミュレーションなどにも使われる。,「合成データ＝完全安全」と誤認させる問題。,合成データ;個人情報;再識別;データバイアス;需要予測,ミチが作った偽物の記録でも、ユイの癖がにじむことがある。
R35-002,Rebuild_Set35,横断複合・重複回避十四段目,case,フェデレーテッドラーニング,プライバシー保護学習,理解/判断,case,改訂シラバス寄せ,データを集めない=安全の誤解,複数病院が患者データを外部に出さずに共同でモデルを改善したい。フェデレーテッドラーニングの説明として最も適切なものはどれか。,各施設で学習し、モデル更新情報を共有して統合するが、更新情報からの漏えい対策も必要である,全施設の生データを中央に集めてから、匿名化すればフェデレーテッドラーニングになる,ラベルなしデータだけを使う学習であり、教師あり学習には使えない,モデルを配布せず、推論APIだけを使う方式を指す,A,フェデレーテッドラーニングはデータを分散配置したまま学習する考え方である。ただし勾配や更新情報から情報が漏れる可能性には注意する。,正解。分散学習と漏えい対策を合わせて押さえる。,誤り。中央集約は基本発想と逆。,誤り。教師ありにも使われる。,誤り。推論API提供とは別の話。,「生データを集めないからリスクゼロ」というひっかけ。,フェデレーテッドラーニング;分散学習;医療AI;勾配漏えい;プライバシー,各病院が別々の部屋で学び、ノートの要点だけを持ち寄る。
R35-003,Rebuild_Set35,横断複合・重複回避十四段目,case,差分プライバシー,プライバシー/統計,理解/判断,case,改訂シラバス寄せ,匿名加工との混同,利用統計を公開したいが、個人の参加有無が推測されにくい形にしたい。差分プライバシーの考え方として最も近いものはどれか。,集計結果に制御されたノイズを加え、単一個人の有無が結果に与える影響を小さくする,氏名を削除すれば、どのような統計公開でも差分プライバシーが成立する,データを暗号化して保存する技術であり、公開後の推測リスクは扱わない,外れ値をすべて削除すれば、必ず差分プライバシーになる,A,差分プライバシーは、個人がデータに含まれるかどうかの影響を確率的に制限する考え方である。,正解。ノイズ付与と参加有無の推測困難性が要点。,誤り。単なる識別子削除では不十分。,誤り。暗号化は保存・通信保護で、公開統計の推測リスクとは別。,誤り。外れ値削除だけでは保証にならない。,匿名化、暗号化、差分プライバシーを混同させる。,差分プライバシー;ノイズ付与;統計公開;匿名化;プライバシー,数を少し揺らして、誰か一人の影を読めなくする。
R35-004,Rebuild_Set35,横断複合・重複回避十四段目,case,コンフォーマル予測,不確実性/評価,応用/判断,case,改訂シラバス寄せ,精度と信頼度の混同,画像分類AIが「犬」と答えるだけでなく、一定の誤り率を意識して候補集合を返す仕組みを検討している。コンフォーマル予測の説明として最も適切なものはどれか。,過去の検証データに基づき、所定の信頼水準で真のラベルを含むような予測集合を構成する考え方,ニューラルネットワークの層を深くして、必ず単一の正解ラベルだけを返す手法,損失関数を交差エントロピーから平均二乗誤差に変えるだけの方法,教師なしクラスタリングで未知カテゴリを自動命名する手法,A,コンフォーマル予測は不確実性を扱い、信頼水準に応じた予測集合を返す枠組みである。G検定では精度と不確実性の区別が重要。,正解。予測集合と信頼水準がポイント。,誤り。層を深くする話ではない。,誤り。損失関数の単純変更ではない。,誤り。クラスタ自動命名ではない。,単一ラベルの高精度化と、不確実性提示を混同させる。,コンフォーマル予測;不確実性;信頼水準;予測集合;画像分類,イオが「たぶん犬」ではなく「犬か狼の範囲」と余白を残す。
R35-005,Rebuild_Set35,横断複合・重複回避十四段目,case,モデルカードの更新,ガバナンス/文書化,判断/運用,case,改訂シラバス寄せ,作成時だけ文書化,リリース時にモデルカードを作ったが、半年後に対象ユーザー層と入力データが変わった。最も適切な対応はどれか。,利用条件、評価範囲、既知の限界、データ変更をモデルカードに反映し、必要なら再評価する,最初にモデルカードを作成済みなら、運用中の変更は文書化不要である,モデルカードは研究論文専用であり、業務システムには関係しない,精度が下がっていなければ、利用者層の変更はリスク評価から除外してよい,A,モデルカードはモデルの用途、評価、制限、リスクを伝える文書であり、利用状況やデータが変われば更新が必要。,正解。文書化は運用中も続く。,誤り。初回作成だけでは不十分。,誤り。業務運用でも説明責任に役立つ。,誤り。ユーザー層の変化は公平性や安全性に影響する。,文書化を一度きりの作業と誤認させる。,モデルカード;説明責任;評価範囲;データ変更;AIガバナンス,さいはての記録は、世界が変われば書き換えなければならない。
R35-006,Rebuild_Set35,横断複合・重複回避十四段目,case,データシート,データガバナンス,理解/判断,case,改訂シラバス寄せ,モデル文書との混同,学習データの収集目的、対象範囲、除外条件、アノテーション方法、既知の偏りを利用者に伝えたい。最も近い文書はどれか。,データセットのデータシート,モデルの重み初期値一覧,APIレスポンスタイム表だけを載せたSLA文書,ソースコードの関数コメントのみ,A,データシートはデータセットの来歴、収集方法、用途、制限、偏りなどを説明する文書である。,正解。データの来歴や制限の説明に向く。,誤り。初期値一覧はデータ説明ではない。,誤り。SLAはサービス品質の約束が中心。,誤り。関数コメントはデータの説明責任を代替しない。,モデルカードとデータシートの対象を取り違えさせる。,データシート;データセット;アノテーション;データバイアス;データ来歴,ユイが受け取った資料に「どこから来た言葉か」が書いてある。
R35-007,Rebuild_Set35,横断複合・重複回避十四段目,case,シャドーモード,MLOps/導入,判断/運用,case,改訂シラバス寄せ,即時自動化の危険,既存の人手審査をいきなりAIに置き換えるのが不安なため、AIの判定を裏側で記録し、人間の判断と比較したい。最も適切な導入方法はどれか。,シャドーモードでAIを本番入力に当てるが、業務判断にはまだ反映せず比較評価する,A/BテストとしてAIの判断を一部顧客に無通知で強制適用する,訓練データの正解率が高ければ本番比較を省略する,AIを使うことを隠すため、ログを保存しない,A,シャドーモードは本番環境に近い入力でAIの出力を観察し、意思決定にはまだ使わない方法である。,正解。安全に本番差分を確認できる。,誤り。高リスク審査で無通知適用は不適切な場合がある。,誤り。訓練精度だけでは本番性能は判断できない。,誤り。監査・改善のためログが重要。,試験では「本番投入前の段階的確認」が狙われやすい。,シャドーモード;MLOps;本番移行;人手審査;ログ,ミチにまだ発言権を渡さず、横で答えを書かせて見比べる。
R35-008,Rebuild_Set35,横断複合・重複回避十四段目,case,カナリアリリース,MLOps/リリース,判断/運用,case,改訂シラバス寄せ,全面切替との混同,新しい推薦モデルを全利用者に一斉適用する前に、影響を限定して異常を検知したい。最も適切な説明はどれか。,少数のユーザーや一部トラフィックに先行適用し、指標を監視しながら拡大する,古いモデルを削除してから新モデルを全体に適用する,訓練データをランダムに半分捨てて軽量化する,モデルの説明変数をすべて匿名化する,A,カナリアリリースは影響範囲を限定して新バージョンを投入し、問題がなければ段階的に拡大する運用である。,正解。限定公開と監視が要点。,誤り。ロールバックしにくくリスクが高い。,誤り。データ削減方法ではない。,誤り。匿名化の話ではない。,段階的リリースとデータ前処理を混ぜるひっかけ。,カナリアリリース;MLOps;推薦モデル;ロールバック;監視,まず小さな扉だけ開けて、風の向きを見る。
R35-009,Rebuild_Set35,横断複合・重複回避十四段目,case,セーフティケース,AI安全性/説明責任,判断/運用,case,改訂シラバス寄せ,精度指標万能視,医療AIの導入審査で、単に精度表だけでなく、リスク、対策、残余リスク、運用手順を根拠づけて示したい。近い考え方はどれか。,セーフティケースとして、安全性に関する主張・根拠・対策を構造化して示す,学習率を下げれば、安全性説明は不要になる,ROC-AUCが高ければ、運用上の安全性は自動的に証明される,データを増やせば、残余リスクの説明は不要になる,A,セーフティケースは安全性に関する主張を、証拠や対策と結びつけて説明する考え方である。,正解。安全性の論証と根拠提示がポイント。,誤り。学習率調整は安全性説明ではない。,誤り。性能指標だけでは運用リスクを覆えない。,誤り。データ増加後も残余リスクは評価する。,性能評価と安全性論証を混同させる。,セーフティケース;医療AI;安全性;残余リスク;説明責任,「大丈夫」と言うだけでなく、なぜ大丈夫かの道筋を示す。
R35-010,Rebuild_Set35,横断複合・重複回避十四段目,case,ヒューマンファクター,人間中心AI,判断/運用,case,改訂シラバス寄せ,人間を置けば安全の誤解,高リスク判断で「最終判断は人間」としたが、担当者がAI出力をほぼ無批判に承認している。最も重要な論点はどれか。,人間関与の形式だけでなく、過信・自動化バイアスを抑える設計や教育が必要である,人間が承認ボタンを押していれば、AIリスクはすべて解消される,AIの説明を非表示にすれば、人間の独立判断は必ず強まる,承認者数を増やせば、判断基準の明確化は不要になる,A,Human-in-the-loopは形式的に人間を置くだけでは不十分。自動化バイアスや責任の所在、判断支援設計が問われる。,正解。自動化バイアスへの対策が重要。,誤り。形式的承認ではリスクが残る。,誤り。説明非表示が常に良いわけではない。,誤り。人数だけでは基準不明瞭さは解消しない。,「人間が最後なら安全」というひっかけ。,Human-in-the-loop;自動化バイアス;人間中心AI;説明責任;高リスク判断,センセイがいるだけでは足りない。ちゃんと見て考える必要がある。
