id,set,phase,question_type,topic,source_area,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,search_keywords,story_hint
R25-001,Rebuild_Set25,横断複合・二段目問われ方,case,モデル更新と評価,機械学習・社会実装,ケース判断・比較・運用適用,case,生成AI/運用/ガバナンス含む,単独用語説明ではなく条件差を問う,ECサイトの推薦モデルを更新したところ、オフライン評価のAUCは上がったが、実運用では購入率が下がった。最初に疑うべきこととして最も適切なものはどれか。,オフライン評価指標が実際の事業KPIとずれていた可能性を確認する,AUCが高いなら実運用の購入率低下は偶然なので評価を終える,推薦モデルでは教師データを使ってはいけないため、教師なし学習に置き換える,購入率が下がった原因は必ずUIであり、モデルは調べない,A,AUCなどのモデル指標が上がっても、購入率・継続率などの事業KPIと一致するとは限らない。オンライン評価やA/Bテストで確認する。,,オフライン評価だけで実運用の成果を断定できない。,推薦で教師あり的な学習やランキング学習を使うことはある。,UIも要因になりうるが、モデル側の分布差や目的関数も確認する。,評価指標の上昇と事業成果の上昇を同一視するのがひっかけ。,AUC;推薦;オフライン評価;オンライン評価;A/Bテスト;KPI,さいはて：ユイがミチの出力を便利さだけで受け入れず、根拠・範囲・責任を確認する場面として覚える。
R25-002,Rebuild_Set25,横断複合・二段目問われ方,case,RAGと権限管理,生成AI・AIシステム運用,ケース判断・比較・運用適用,case,生成AI/運用/ガバナンス含む,単独用語説明ではなく条件差を問う,社内文書RAGで、検索対象には人事評価資料と一般規程が混在している。最も優先すべき設計はどれか。,文書をすべて同じベクトルDBに入れ、プロンプトで「秘密は出さない」と指示する,検索時に利用者権限を反映し、取得できる文書をアクセス制御する,生成AIは意味を理解するため、権限管理は回答後の人手確認だけでよい,人事評価資料を学習データに含めれば、RAG検索時の権限管理は不要になる,B,RAGでは生成前に取得される文書が回答根拠になる。利用者の権限に応じた検索制御・メタデータ管理が重要。,プロンプト指示だけでは漏えい防止として不十分。,,回答後確認だけでは、検索・生成時点の漏えいを防げない。,学習と検索は別問題であり、機密データ混入はむしろ危険。,RAGの安全性は「答え方」だけでなく「何を検索させるか」で決まる。,RAG;ベクトルDB;アクセス制御;権限管理;情報漏えい,さいはて：ユイがミチの出力を便利さだけで受け入れず、根拠・範囲・責任を確認する場面として覚える。
R25-003,Rebuild_Set25,横断複合・二段目問われ方,case,合成データとバイアス,データ品質・倫理,ケース判断・比較・運用適用,case,生成AI/運用/ガバナンス含む,単独用語説明ではなく条件差を問う,少数属性のデータ不足を補うため合成データを生成した。公平性の観点で最も注意すべきことはどれか。,合成データは人工的に作るため、バイアス評価の対象外にできる,合成データを増やせば、実データの品質確認は不要になる,合成元データの偏りや生成モデルの偏りが、合成データにも反映されうる,公平性を高めるには、属性情報をすべて削除して評価も行わない,C,合成データは万能ではなく、元データの偏りを再生産・増幅することがある。属性別性能や分布確認が必要。,人工データでも偏りは起こる。,実データの代表性やラベル品質確認は必要。,,属性を評価から消すと、不公平を検出できない場合がある。,「合成＝中立」ではない。偏った鏡を増やすだけになることがある。,合成データ;公平性;データバイアス;属性別評価;代表性,さいはて：ユイがミチの出力を便利さだけで受け入れず、根拠・範囲・責任を確認する場面として覚える。
R25-004,Rebuild_Set25,横断複合・二段目問われ方,case,ドリフト監視,MLOps・モデル運用,ケース判断・比較・運用適用,case,生成AI/運用/ガバナンス含む,単独用語説明ではなく条件差を問う,ローン審査モデルで、入力データの分布は大きく変わっていないが、景気変動により返済不能率との関係が変化した。該当しやすい問題はどれか。,データの重複排除,画像の解像度不足,入力特徴量の欠損補完,概念ドリフト,D,特徴量の分布だけでなく、特徴量と目的変数の関係が変わる場合は概念ドリフトが問題になる。,重複排除はデータ品質対策だが、関係性の変化そのものではない。,画像タスクの問題ではない。,欠損補完は欠損値処理であり、景気による目的変数との関係変化とは異なる。,,データ分布の変化だけを見ると、概念ドリフトを見落とす。,概念ドリフト;データドリフト;ローン審査;MLOps;監視,さいはて：ユイがミチの出力を便利さだけで受け入れず、根拠・範囲・責任を確認する場面として覚える。
R25-005,Rebuild_Set25,横断複合・二段目問われ方,compare,説明可能性と性能,XAI・倫理,ケース判断・比較・運用適用,compare,生成AI/運用/ガバナンス含む,単独用語説明ではなく条件差を問う,医療補助AIで、深層モデルは高精度だが説明が難しく、単純モデルは精度が少し低いが説明しやすい。G検定的に最も適切な判断はどれか。,利用場面のリスク、説明責任、精度要求を踏まえてモデル選択や補助説明手法を検討する,説明しにくいモデルは必ず禁止されるため、精度に関係なく使えない,精度が最も高いモデルなら、医療現場で説明可能性は不要になる,単純モデルはAIではないので、比較対象に入れない,A,高リスク領域では精度だけでなく、説明可能性、責任分界、人間の最終判断、運用体制を含めて検討する。,,説明困難なモデルが常に禁止されるわけではない。,高精度でも説明・監査・責任の検討は必要。,単純モデルも機械学習モデルとして実用される。,「精度だけ」または「説明だけ」に振り切らない。リスクに応じた設計が重要。,説明可能性;XAI;医療AI;モデル選択;説明責任,さいはて：ユイがミチの出力を便利さだけで受け入れず、根拠・範囲・責任を確認する場面として覚える。
R25-006,Rebuild_Set25,横断複合・二段目問われ方,case,アノテーション品質,データ作成,ケース判断・比較・運用適用,case,生成AI/運用/ガバナンス含む,単独用語説明ではなく条件差を問う,画像分類データで作業者ごとにラベル基準がずれている。最も適切な対策はどれか。,学習率を下げて、ラベル基準の違いを吸収させる,ラベル定義書を作り、複数人確認や一致率確認でラベル品質を管理する,テストデータだけを増やせば、訓練ラベルの品質は問題にならない,ラベルのずれは教師なし学習にすれば必ず消える,B,ラベル品質はモデル性能の前提。定義書、レビュー、作業者間一致率、難例の合意形成が重要。,学習率ではラベル基準の揺れは根本解決しない。,,訓練ラベルが悪いと学習自体が乱れる。,教師なし学習は正解ラベルを使わないが、分類目的の正解基準を不要にするわけではない。,モデル改善の前に、教師データの品質を見る。,アノテーション;ラベル品質;作業者間一致率;データ品質;教師あり学習,さいはて：ユイがミチの出力を便利さだけで受け入れず、根拠・範囲・責任を確認する場面として覚える。
R25-007,Rebuild_Set25,横断複合・二段目問われ方,case,個人情報と生成AI,法律・倫理,ケース判断・比較・運用適用,case,生成AI/運用/ガバナンス含む,単独用語説明ではなく条件差を問う,社員が顧客の氏名・住所・相談内容を外部生成AIに入力し、要約を得ようとしている。最初に確認すべき観点として最も適切なものはどれか。,要約の文字数が短ければ、個人情報の入力は問題にならない,生成AIは学習済みなので、入力内容は個人情報保護の対象外である,利用規約、社内ルール、個人情報の取扱い、第三者提供や委託の有無を確認する,生成結果だけを保存するなら、入力内容の管理は不要である,C,外部サービスに個人情報を入力する場合、法令、契約、利用規約、社内規程、委託・第三者提供、保存や学習利用の扱いを確認する。,短い要約でも入力内容が個人情報なら管理が必要。,AIサービスへの入力でも個人情報の取扱いは問題になる。,,入力時点の送信・保存・利用が問題になりうる。,生成結果ではなく、入力時点のデータ移転・保存・利用に注意。,個人情報保護法;生成AI入力;第三者提供;委託;利用規約,さいはて：ユイがミチの出力を便利さだけで受け入れず、根拠・範囲・責任を確認する場面として覚える。
R25-008,Rebuild_Set25,横断複合・二段目問われ方,case,人間中心AI,AI倫理・運用,ケース判断・比較・運用適用,case,生成AI/運用/ガバナンス含む,単独用語説明ではなく条件差を問う,採用支援AIのスコアが低い候補者を、人事担当者が理由を確認せず自動的に不採用にしている。最も問題になりやすい点はどれか。,AIの利用料金が高くなること,モデルサイズが小さくなること,GPU使用率が低下すること,人間の関与や説明確認が形骸化し、不公平な判断を見逃すこと,D,採用など人生に大きな影響を与える領域では、AI出力の妥当性確認、人間の関与、説明、異議申立てなどが重要。,コストも管理対象だが、本問の主眼ではない。,モデルサイズの大小ではなく判断運用が問題。,GPU使用率は倫理・人間中心AIの論点ではない。,,「人間が見る」と言っていても、実際に確認しなければHuman-in-the-loopにならない。,人間中心AI;Human-in-the-loop;採用AI;公平性;説明責任,さいはて：ユイがミチの出力を便利さだけで受け入れず、根拠・範囲・責任を確認する場面として覚える。
R25-009,Rebuild_Set25,横断複合・二段目問われ方,reading,時系列とリーケージ,機械学習評価,ケース判断・比較・運用適用,reading,生成AI/運用/ガバナンス含む,単独用語説明ではなく条件差を問う,需要予測モデルで、2025年12月の需要を予測するため、2026年1月に確定した返品数を特徴量に入れて学習した。最も適切な評価はどれか。,未来情報が混入しており、データリーケージにより評価が甘くなる可能性がある,返品数は実績値なので、未来に確定した情報でも常に特徴量に使える,時系列データではランダム分割をすればリーケージは必ず防げる,需要予測では特徴量を増やすほど、必ず汎化性能が上がる,A,予測時点で利用できない未来情報を使うと、現実より高い性能に見える。時系列では予測時点を意識した分割と特徴量設計が必要。,,予測時点で利用可能かが重要。,時系列ではランダム分割が未来情報混入を招くこともある。,特徴量追加はリーケージや過学習のリスクもある。,「実績値だから正しい」ではなく「予測時点で使えたか」を見る。,時系列予測;データリーケージ;需要予測;未来情報;特徴量,さいはて：ユイがミチの出力を便利さだけで受け入れず、根拠・範囲・責任を確認する場面として覚える。
R25-010,Rebuild_Set25,横断複合・二段目問われ方,case,フェデレーテッドラーニング,プライバシー保護,ケース判断・比較・運用適用,case,生成AI/運用/ガバナンス含む,単独用語説明ではなく条件差を問う,複数病院が患者データを外部に出さず共同でモデル改善したい。候補として最も近いものはどれか。,全病院の生データを一つのサーバに集めてから学習する,各病院で学習し、モデル更新情報などを集約するフェデレーテッドラーニングを検討する,患者名を削除すれば、どのデータも自由に外部共有できる,医療データでは機械学習を使うこと自体が常に禁止される,B,フェデレーテッドラーニングは生データを集約せず、各拠点で学習した更新を集約する考え方。ただし漏えいリスクや運用管理は残る。,生データ集約を避けたい要件と逆。,,氏名削除だけで匿名化が十分とは限らない。,医療分野でも適切な手続き・安全管理のもと利用される。,分散学習でもプライバシーリスクがゼロになるわけではない。,フェデレーテッドラーニング;医療AI;プライバシー;分散学習;匿名化,さいはて：ユイがミチの出力を便利さだけで受け入れず、根拠・範囲・責任を確認する場面として覚える。
R25-011,Rebuild_Set25,横断複合・二段目問われ方,case,差分プライバシー,プライバシー保護,ケース判断・比較・運用適用,case,生成AI/運用/ガバナンス含む,単独用語説明ではなく条件差を問う,統計値を公開しつつ、個人が含まれるかどうかを推測されにくくしたい。関連が深い技術はどれか。,ドロップアウト,バッチ正規化,差分プライバシー,プーリング,C,差分プライバシーは、個人の有無によって出力が大きく変わらないようノイズなどを加え、再識別・推測リスクを下げる考え方。,過学習対策の一つで、統計公開のプライバシー保護とは主目的が異なる。,学習安定化の技術。,,CNNで特徴マップを縮約する操作。,名前が難しくても「統計公開＋個人推測を防ぐ」で結びつける。,差分プライバシー;プライバシー保護;統計公開;ノイズ;再識別,さいはて：ユイがミチの出力を便利さだけで受け入れず、根拠・範囲・責任を確認する場面として覚える。
