id,set,phase,question_type,topic,source_area,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,search_keywords,story_hint
G3000-R41-001,Rebuild_Set41,rebuild,case,医療AIと評価設計,社会実装・評価指標,理解・判断,横断ケース,標準,高,救急外来で重症患者の見落としを減らすAIを導入する。陽性判定後は医師が再確認できるが、見逃しは患者安全に直結する。この初期評価で最も重視すべき考え方はどれか。,再現率を重視し、偽陰性を減らす設計にする,適合率だけを最大化し、陽性判定の空振りをゼロにする,正解率だけを見て、クラス不均衡を気にしない,学習データの損失が最小なら、現場評価は不要とする,A,見逃しを減らす用途では再現率が重要であり、偽陰性の影響を確認する必要がある。,正解。,適合率は空振り抑制であり、見逃し対策とは軸が違う。,不均衡データでは正解率が高く見えても見逃しが多いことがある。,訓練損失だけでは現場の安全性を判断できない。,医療＝常に正解率ではなく、何を間違えると危険かで指標を選ぶ。,再現率;偽陰性;医療AI;不均衡データ;評価指標,ユイが「見逃さない」を優先して確認灯を見る場面。
G3000-R41-002,Rebuild_Set41,rebuild,case,RAGとアクセス制御,生成AI・セキュリティ,理解・判断,横断ケース,生成AI・実装寄り,高,社内RAGで、社員Aが閲覧権限のない人事評価文書の内容を質問経由で取得できてしまった。最も直接的に見直すべき設計はどれか。,検索時点でユーザー権限を反映し、取得候補から非許可文書を除外する,回答後に「機密情報かもしれません」と末尾に警告文だけを付ける,ベクトルDBの次元数を増やし、類似検索の精度だけを上げる,LLMの温度を下げ、出力を安定させる,A,RAGでは生成前の検索段階で権限フィルタをかける必要がある。,正解。,警告だけでは漏えいを防げない。,検索精度向上は権限制御の代替にならない。,温度設定は権限逸脱対策ではない。,RAGの安全性は「答え方」だけでなく「何を検索して渡すか」で決まる。,RAG;アクセス制御;ベクトルDB;権限フィルタ;情報漏えい,ミチに渡す資料棚を、最初から鍵付きにする。
G3000-R41-003,Rebuild_Set41,rebuild,compare,ファインチューニングとRAG,生成AI・機械学習,理解・判断,横断ケース,生成AI・実装寄り,高,社内規程が頻繁に更新されるチャットボットを作る。回答根拠の提示と最新規程への追従が重視される場合、最も適切な基本方針はどれか。,規程本文を検索対象にしたRAGを用い、回答時に参照箇所を提示する,古い規程を含めて大量にファインチューニングし、検索は使わない,プロンプトに「常に最新」と書けば、外部情報なしで最新化できる,事前学習済みモデルのパラメータ数だけを増やせば、社内規程に自動追従する,A,更新頻度が高く根拠提示が必要な知識は、RAGで外部知識を参照させる方が向く。,正解。,ファインチューニングは知識更新や根拠提示の万能策ではない。,プロンプトだけではモデルが知らない最新情報を取得できない。,パラメータ増加は社内固有情報の更新を保証しない。,RAGは「最新の棚から引く」、ファインチューニングは「ふるまいを寄せる」と押さえる。,RAG;ファインチューニング;社内規程;根拠提示;知識更新,さいはての記録庫から、その時点の文書を引いて読む。
G3000-R41-004,Rebuild_Set41,rebuild,case,データリーケージと業務時点,機械学習・評価,理解・判断,横断ケース,標準,高,退職予測モデルで、退職後に入力された退職理由コードを特徴量に含めていた。検証精度は非常に高い。この問題の説明として最も適切なものはどれか。,予測時点では使えない情報が混入しており、データリーケージの可能性が高い,特徴量が多いほどよいので、退職理由コードは積極的に使うべきである,検証精度が高いなら、データの時点は問題にならない,教師なし学習に切り替えれば、時点の問題は消える,A,業務で予測する時点に存在しない情報を使うと、評価が不自然に高くなる。,正解。,使える情報かどうかは特徴量数より重要。,精度が高いほどリーケージを疑う場面がある。,教師なし学習にしても未来情報混入の問題は本質的に残る。,「予測時点で存在したか」を問うのがリーケージ対策の核心。,データリーケージ;退職予測;特徴量;時系列分割;検証,ユイが未来の日記を見て試験を解くようなもの。
G3000-R41-005,Rebuild_Set41,rebuild,error_selection,説明可能性と責任,AI倫理・XAI,理解・判断,横断ケース,標準,高,融資審査AIで利用者から理由説明を求められた。次のうち、最も適切な対応はどれか。,特徴量の影響や判断根拠を、人が理解できる形で説明できる仕組みを用意する,ブラックボックスモデルは高精度なので、理由説明は一切不要とする,説明可能性を高めるには、必ず深層学習を禁止しなければならない,説明文を生成AIに自由生成させれば、根拠確認は不要である,A,高リスクな判断では、利用者・監査者が理解できる説明や記録が重要になる。,正解。,高精度でも説明責任や透明性が不要になるわけではない。,説明可能性の確保は手法選定や補助説明で対応できる場合がある。,生成説明にも根拠確認が必要。,説明は「それらしい文章」ではなく、判断根拠と結びついている必要がある。,説明可能性;XAI;融資審査;透明性;アカウンタビリティ,ラグが判断ログを開き、なぜ扉が閉じたかを示す。
G3000-R41-006,Rebuild_Set41,rebuild,case,モデルドリフトと監視,MLOps・運用,理解・判断,横断ケース,標準,高,需要予測モデルを本番運用していたが、季節イベントの変化で入力分布が導入時と大きく変わった。まず検知・対応すべきリスクはどれか。,データドリフトや性能劣化を監視し、必要に応じて再学習や評価を行う,過去のテスト精度が高いので、以後の監視は不要である,モデルの層数を増やせば、運用中の分布変化は自動的に消える,説明変数をすべて削除し、平均値だけを予測すれば常に最適になる,A,運用中は入力分布や性能が変化するため、監視と再評価が必要。,正解。,過去評価は将来の分布変化を保証しない。,層数増加はドリフト対策の保証ではない。,単純化が常に最適とは限らない。,本番後もAIは「置いたら終わり」ではない。,データドリフト;モデルドリフト;MLOps;再学習;需要予測,共鳴世界の気候が変われば、古い地図も見直す。
G3000-R41-007,Rebuild_Set41,rebuild,compare,生成AIと著作権リスク,法律・契約,理解・判断,横断ケース,生成AI・実装寄り,高,広告制作で生成AIの出力画像を使う。権利侵害リスクを下げる実務対応として最も適切なものはどれか。,利用規約、入力素材の権利、出力物の類似性、商用利用条件を確認する,AIが生成したものは常に著作権問題が発生しないと決めつける,著名キャラクター名をプロンプトに入れるほど安全になる,出力に著作権表示を付ければ、既存作品との類似性確認は不要になる,A,生成AI利用では、入力・出力・利用条件を確認することが重要。,正解。,生成物でも既存作品との類似性や利用規約の問題はありうる。,著名キャラクター指定はむしろリスクを高める。,表示だけでは類似性や権利処理の問題は解消しない。,「AIだから自由」ではなく、利用条件と類似性を見る。,生成AI;著作権;商用利用;類似性;利用規約,ミチが描いた絵でも、誰かの絵にそっくりなら確認する。
G3000-R41-008,Rebuild_Set41,rebuild,case,不均衡データと閾値,評価指標・分類,理解・判断,横断ケース,標準,高,不正取引検知で陽性は全体の0.5%しかない。正解率99.5%のモデルが、実は全件を正常と判定していた。この評価の問題はどれか。,不均衡データでは正解率だけでは不正検知性能を評価できない,正解率が99.5%なら不正検知として十分である,全件正常判定は再現率が最大になる,不均衡データでは適合率や再現率を計算してはいけない,A,少数クラスを検出できていない可能性があり、適合率・再現率などを見る必要がある。,正解。,高正解率でも陽性を全く拾えていないことがある。,全件正常なら陽性の再現率は0になる。,むしろ不均衡データで重要になる。,「ほぼ全部陰性」の世界では、正解率が罠になる。,不均衡データ;正解率;再現率;適合率;不正検知,黒が少ない町で、全部白と言えば当たって見える罠。
G3000-R41-009,Rebuild_Set41,rebuild,case,MLOpsと再現性,MLOps・実験管理,理解・判断,横断ケース,標準,高,モデル更新後に性能が悪化したが、どのデータ、コード、パラメータで学習したか追えなかった。再発防止策として最も適切なものはどれか。,データ版、コード版、ハイパーパラメータ、評価結果を記録し、再現可能にする,最終モデルファイルだけ保存し、学習過程は削除する,性能が悪化したら毎回担当者の勘で戻す,乱数シードや前処理を記録しないことで柔軟性を高める,A,再現性にはデータ・コード・設定・評価の追跡が必要。,正解。,モデルだけでは原因追跡や再学習再現が難しい。,勘に依存すると運用品質が安定しない。,記録しないほど再現性は低下する。,MLOpsでは「どの材料で作ったか」を残す。,MLOps;再現性;モデル管理;データバージョン;実験管理,さいはての実験室で、調合表を残す。
G3000-R41-010,Rebuild_Set41,rebuild,compare,クラスタリングと分類,機械学習,理解・判断,横断ケース,標準,高,顧客データに正解ラベルはないが、購買傾向が似たグループを発見したい。最も適切な手法の考え方はどれか。,教師なし学習のクラスタリングで、類似した顧客群を見つける,教師あり学習の分類で、正解ラベルなしに精度を計算する,強化学習で、購買履歴を報酬として必ず最大化する,線形回帰で、顧客を必ず離散クラスに分ける,A,ラベルなしで類似構造を見つける用途はクラスタリングが典型。,正解。,分類には通常、教師ラベルが必要。,強化学習は行動と報酬の枠組みであり、単なる群分けとは違う。,回帰は連続値予測であり、群分けの標準手法ではない。,ラベルなし＝教師なし、グループ発見＝クラスタリング。,教師なし学習;クラスタリング;k-means;顧客分析;正解ラベルなし,四年五組で似た行動の子を自然に集める。
