id,set,phase,question_type,topic,source_area,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,search_keywords,story_hint
R26-001,Rebuild_Set26,横断複合・実務リスク二段目,case,合成データとプライバシー,生成AI・データガバナンス,ケース判断・比較・運用適用,case,生成AI/運用/ガバナンス含む,単独用語説明ではなく条件差を問う,医療画像が少ないため合成データで学習データを増やす計画がある。G検定の観点で最も適切な注意はどれか。,合成データでも元データの特徴を強く反映し、再識別や偏りを残す可能性があるため検証する,合成データなら個人情報や著作権の確認は一切不要になる,合成データを使えば必ず汎化性能が上がるため評価データは不要になる,合成データは教師なし学習でしか使えない,A,合成データは有効な場合があるが、元データ由来の偏り、再識別リスク、評価データとの分布差を確認する必要がある。,,合成だから常に安全とはいえない。,性能向上は保証されず、別データで評価する。,教師あり学習のデータ拡張などにも使われる。,合成という語から「安全・高精度」と短絡するのがひっかけ。,合成データ;プライバシー;再識別;データ拡張;バイアス,さいはて：便利な出力をそのまま通さず、目的・根拠・責任の置き場を見直す場面として覚える。
R26-002,Rebuild_Set26,横断複合・実務リスク二段目,case,匿名加工と仮名加工,法律・個人情報,ケース判断・比較・運用適用,case,生成AI/運用/ガバナンス含む,単独用語説明ではなく条件差を問う,顧客データをAI分析に使うため、氏名だけを削除した。最も適切な判断はどれか。,氏名を削除しても、他の属性の組み合わせで個人が識別される可能性があるため十分とは限らない,氏名を削除すれば必ず匿名加工情報になり、本人同意は常に不要になる,メールアドレスをハッシュ化すれば、どんな用途にも自由に使える,年齢と住所が残っていてもAIモデルは個人を識別できない,A,匿名化・仮名化は単に氏名を消すだけでは不十分な場合がある。再識別可能性や利用目的、法令上の扱いを確認する。,,匿名加工情報には加工基準や扱いがあり、氏名削除だけでは足りないことがある。,ハッシュ化しても照合可能性が残る場合がある。,属性の組み合わせで個人が推定されることがある。,「名前を消した＝匿名」とみなすのが典型的なひっかけ。,匿名加工情報;仮名加工情報;個人情報保護法;再識別;ハッシュ化,さいはて：便利な出力をそのまま通さず、目的・根拠・責任の置き場を見直す場面として覚える。
R26-003,Rebuild_Set26,横断複合・実務リスク二段目,case,RAGと機密情報,生成AI・RAG,ケース判断・比較・運用適用,case,生成AI/運用/ガバナンス含む,単独用語説明ではなく条件差を問う,社内規程をRAGで検索させるチャットボットを作ったところ、部署限定文書が別部署の社員に表示された。最も優先すべき改善はどれか。,ユーザー権限に応じて検索対象文書を制御するアクセス制御を組み込む,プロンプトに「秘密文書を出さないで」とだけ書けば十分である,LLMを大きなモデルに変えれば権限制御は不要になる,ベクトル検索を使っている限り情報漏えいは起きない,A,RAGでは生成部分だけでなく検索段階の権限制御が重要。ユーザーごとに検索可能な文書を制限する必要がある。,,プロンプトだけではアクセス制御にならない。,モデルサイズは権限制御の代替ではない。,ベクトル検索でも権限外文書を返せば漏えいする。,RAGは検索があるため安全と考えるのがひっかけ。,RAG;アクセス制御;ベクトル検索;情報漏えい;権限管理,さいはて：便利な出力をそのまま通さず、目的・根拠・責任の置き場を見直す場面として覚える。
R26-004,Rebuild_Set26,横断複合・実務リスク二段目,case,モデルカード,AIガバナンス・説明責任,ケース判断・比較・運用適用,case,生成AI/運用/ガバナンス含む,単独用語説明ではなく条件差を問う,外部提供する画像分類AIについて、利用者が適用範囲と限界を判断できるようにしたい。最も適切な文書化はどれか。,モデルの用途、学習データの概要、評価結果、制約、想定外利用の注意を記載する,モデルのパラメータ数だけを公開すれば利用者は安全性を判断できる,学習コードを一切公開しない場合、説明資料も不要である,精度が高いモデルでは適用範囲の説明は不要である,A,モデルカードの考え方では、モデルの目的、性能、限界、データ、倫理的注意などを利用者に伝える。,,パラメータ数だけでは適用範囲や偏りは判断できない。,コード非公開でも説明責任は残る。,高精度でも想定外利用や偏りへの注意は必要。,高精度なら説明不要とするのがひっかけ。,モデルカード;説明責任;適用範囲;評価結果;AIガバナンス,さいはて：便利な出力をそのまま通さず、目的・根拠・責任の置き場を見直す場面として覚える。
R26-005,Rebuild_Set26,横断複合・実務リスク二段目,case,データシート,データガバナンス,ケース判断・比較・運用適用,case,生成AI/運用/ガバナンス含む,単独用語説明ではなく条件差を問う,学習データセットの由来や収集条件を後から確認できず、モデルの偏りの原因追跡が難しい。最も適切な対策はどれか。,データの収集目的、取得方法、属性分布、前処理、利用制限を文書化する,学習後のモデル精度だけ保存すればデータの情報は不要である,データ量が大きければ収集条件の記録は不要である,匿名化したデータでは属性分布を確認してはいけない,A,Datasheets for Datasetsの考え方では、データセットの背景、収集方法、構成、制限を記録し、後の評価や監査に役立てる。,,精度だけでは偏りや制限を追跡できない。,データ量が多くても偏りは起きる。,個人を守りつつ統計的な分布確認が必要な場合がある。,大規模データなら記録不要というのがひっかけ。,データシート;Datasheets for Datasets;データセット;バイアス;監査,さいはて：便利な出力をそのまま通さず、目的・根拠・責任の置き場を見直す場面として覚える。
R26-006,Rebuild_Set26,横断複合・実務リスク二段目,case,人間の最終判断,AI倫理・社会実装,ケース判断・比較・運用適用,case,生成AI/運用/ガバナンス含む,単独用語説明ではなく条件差を問う,融資審査AIが申込者を自動で不承認にする運用を検討している。高リスク領域で最も適切な設計はどれか。,AIの出力を参考情報とし、人間が理由確認や異議申立て対応を含めて最終判断できる設計にする,AIの判定は常に人間より公平なので自動不承認だけにする,説明できないモデルほどバイアスが少ないため金融に向いている,不承認者には理由を知らせない方が公平性が高い,A,金融など影響の大きい領域では、説明可能性、異議申立て、人間の関与、監査可能性が重要になる。,,AIは学習データの偏りを引き継ぐ可能性がある。,説明困難なモデルはリスクを高めることがある。,理由不提示は透明性や救済可能性を損なう。,AIなら公平という思い込みがひっかけ。,人間中心AI;融資審査;説明可能性;異議申立て;公平性,さいはて：便利な出力をそのまま通さず、目的・根拠・責任の置き場を見直す場面として覚える。
R26-007,Rebuild_Set26,横断複合・実務リスク二段目,compare,バイアスと分散,機械学習・評価,ケース判断・比較・運用適用,compare,生成AI/運用/ガバナンス含む,単独用語説明ではなく条件差を問う,訓練誤差も検証誤差も大きいモデルへの対応として最も適切なのはどれか。,モデルが単純すぎる可能性を疑い、特徴量やモデル表現力の見直しを検討する,過学習なので必ずドロップアウト率を上げる,検証データだけを訓練に混ぜて精度を上げる,評価指標をAccuracyからF値に変えれば学習不足は解消する,A,訓練誤差も検証誤差も大きい場合は高バイアス、つまり学習不足が疑われる。モデルや特徴量の改善を検討する。,,過学習は通常、訓練誤差が小さく検証誤差が大きい。,検証データを訓練に混ぜると評価が汚れる。,指標変更だけでモデルの表現力不足は解消しない。,何でも過学習対策にするのがひっかけ。,バイアス;分散;学習不足;過学習;汎化性能,さいはて：便利な出力をそのまま通さず、目的・根拠・責任の置き場を見直す場面として覚える。
R26-008,Rebuild_Set26,横断複合・実務リスク二段目,case,ラベルノイズ,データ品質,ケース判断・比較・運用適用,case,生成AI/運用/ガバナンス含む,単独用語説明ではなく条件差を問う,画像分類モデルで、猫と犬のラベルが一部入れ替わっていることが疑われる。最も適切な対応はどれか。,ラベル品質をサンプリング確認し、必要に応じてアノテーション基準や再ラベル付けを見直す,モデルを深くすればラベル誤りは必ず自動で直る,ラベルノイズは教師なし学習だけで問題になる,テストデータのラベルをモデルの予測に合わせて変更する,A,教師あり学習ではラベルの品質が性能に直結する。基準統一、二重チェック、再アノテーションが重要。,,深いモデルは誤ラベルまで覚える可能性がある。,教師あり学習で特に問題になる。,テストラベルを予測に合わせるのは評価の破壊。,モデルに任せればラベル品質問題が消えるというのがひっかけ。,ラベルノイズ;アノテーション;教師あり学習;データ品質;再ラベル付け,さいはて：便利な出力をそのまま通さず、目的・根拠・責任の置き場を見直す場面として覚える。
R26-009,Rebuild_Set26,横断複合・実務リスク二段目,case,閾値調整,評価指標,ケース判断・比較・運用適用,case,生成AI/運用/ガバナンス含む,単独用語説明ではなく条件差を問う,不正検知AIで見逃しを減らしたいが、誤検知対応の人員も限られる。最も適切な検討はどれか。,再現率と適合率のトレードオフを見ながら閾値を調整し、運用可能な対応件数も考える,Accuracyだけ最大なら不正検知には十分である,見逃しを減らすには閾値を上げればよい,閾値調整は回帰問題でしか使えない,A,分類では閾値により再現率と適合率が変わる。不正検知では見逃しと誤検知対応コストのバランスが重要。,,不均衡データではAccuracyだけでは危険。,一般に閾値を下げると陽性判定が増え再現率は上がりやすい。,分類スコアの判定で使う。,指標だけでなく運用可能性を見る点がひっかけ。,閾値調整;適合率;再現率;不正検知;不均衡データ,さいはて：便利な出力をそのまま通さず、目的・根拠・責任の置き場を見直す場面として覚える。
R26-010,Rebuild_Set26,横断複合・実務リスク二段目,case,エッジAI,AIシステム設計,ケース判断・比較・運用適用,case,生成AI/運用/ガバナンス含む,単独用語説明ではなく条件差を問う,工場の装置異常をリアルタイムに検知したいが、ネットワーク遅延や通信断が問題になる。最も適切な構成はどれか。,現場端末側で推論するエッジAIを検討し、必要なログや更新はクラウドと連携する,すべてのセンサーデータを必ずクラウドへ送ってから推論する,エッジAIではモデル更新や監視は不要になる,通信断がある場合はAI利用を必ず中止する,A,低遅延や通信制約がある現場ではエッジ推論が有効。監視、更新、ログ連携も含めて設計する。,,クラウド一極では遅延や通信断に弱い場合がある。,エッジでもモデル劣化や更新管理が必要。,通信制約に合わせた構成が可能。,エッジなら運用不要というのがひっかけ。,エッジAI;低遅延;工場;異常検知;モデル更新,さいはて：便利な出力をそのまま通さず、目的・根拠・責任の置き場を見直す場面として覚える。
