id,set,phase,question_type,topic,source_area,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,search_keywords,story_hint
G3000-R40-001,Rebuild_Set40,rebuild,case,モデル評価と閾値設計,機械学習・社会実装,判断,ケース判断,stable,高,自治体の問い合わせ分類AIで「福祉相談」を見逃すと支援遅延につながる。一方、誤って福祉相談に回すと担当者の確認負荷が増える。この初期運用で最初に重視すべき評価・運用方針として最も適切なものはどれか。,再現率を高め、誤検知は人手確認で吸収しながら閾値を調整する,適合率だけを最大化し、福祉相談と判定されたものだけを対応する,正解率が高ければクラス別の見逃しは確認しなくてよい,教師なしクラスタリングに置き換えれば見逃し問題は解消する,A,見逃しの損失が大きい場面では再現率を重視し、人手確認を含む運用で誤検知を管理する。,,適合率だけだと見逃しが増える可能性がある。,不均衡データでは正解率だけでは危険。,教師なし学習にしても見逃しリスクの評価は不要にならない。,「誤検知が嫌だから適合率」ではなく、業務上どちらの誤りが重いかで考える。,再現率;適合率;閾値調整;不均衡データ;自治体AI,ユイが支援対象を見逃さないため、ミチの判定を人が受け止める場面。
G3000-R40-002,Rebuild_Set40,rebuild,compare,RAGと検索品質,生成AI・RAG,判断,比較,recent,高,社内規程RAGで、回答は自然だが古い規程を参照していることが多い。最初に確認すべき原因として最も適切なものはどれか。,検索インデックスの更新頻度、文書バージョン、検索結果の新旧優先度,LLMのパラメータ数だけ,回答文の敬語表現だけ,プロンプトの語尾を命令形にするかどうかだけ,A,RAGでは生成モデルだけでなく、検索対象の更新、メタデータ、ランキング、文書バージョン管理が重要。,,大規模モデルでも古い文書を検索すれば古い回答になる。,文体は品質要素だが、古い規程参照の主因ではない。,語尾だけでは検索対象の鮮度は改善しない。,RAGの誤りをすべてLLM本体の問題にしない。,RAG;検索インデックス;文書バージョン;鮮度;メタデータ,共鳴世界が古い記録だけを拾うと、正しそうでも今の答えではない。
G3000-R40-003,Rebuild_Set40,rebuild,case,AI契約と成果物責任,法律・契約,判断,ケース判断,stable,高,外部ベンダーに画像分類モデルの開発を委託する。納品後の再学習、学習データの利用範囲、性能未達時の対応で揉めないため、契約上特に明確にすべき事項として最も適切なものはどれか。,成果物の権利、データ利用範囲、性能指標、検収条件、再学習・保守の責任分担,モデル名を流行している名称にすること,GPUのメーカー名だけを指定すること,開発者の趣味嗜好を確認すること,A,AI開発契約では、データ・成果物・性能・検収・保守の責任分担を明確化する必要がある。,,名称は契約上の主要論点ではない。,ハード指定だけでは権利や性能責任は決まらない。,業務上の責任分担とは関係が薄い。,AI契約は「作って終わり」ではなく、データ・性能・運用まで決める。,AI契約;検収条件;データ利用範囲;成果物;再学習,ラグが通路の責任範囲を先に決めるように、AI契約も境界を決める。
G3000-R40-004,Rebuild_Set40,rebuild,reading,データリーケージと特徴量,機械学習・評価,判断,長文読解,stable,高,退職予測モデルで、退職手続き開始後に入力される「貸与PC返却予定日」を特徴量に含めたところ、テスト精度が大幅に上がった。この結果への解釈として最も適切なものはどれか。,本来予測時点では使えない情報が混入した可能性があり、データリーケージを疑う,強い因果関係が発見されたので、そのまま本番投入すべき,正解率が上がったので説明可能性は不要,特徴量が増えたので必ず汎化性能も上がる,A,予測時点で利用できない未来情報や答えに近い情報を含めると、評価が不自然に高くなる。,,高精度でも未来情報の混入なら本番では使えない。,高精度でも根拠確認は必要。,特徴量追加は過学習やリーケージを招くことがある。,「精度が上がった」こと自体が罠になる。,データリーケージ;未来情報;特徴量設計;退職予測;汎化性能,ミチが未来の答えを見て採点したら、試験力ではなくズルになる。
G3000-R40-005,Rebuild_Set40,rebuild,compare,説明可能性と解釈可能性,XAI・社会実装,理解,比較,stable,中,金融審査AIで、顧客から「なぜ否決されたのか」を説明できるようにしたい。モデル開発時の方針として最も適切なものはどれか。,性能だけでなく、説明可能性、使用特徴量の妥当性、説明の一貫性を評価する,最も複雑なモデルを選べば説明責任は自動的に満たされる,ブラックボックスであることを理由に説明を一切行わない,訓練データを増やせば個別説明は不要になる,A,高リスクな判断では、予測性能に加えて説明可能性や説明の妥当性が重要になる。,,複雑さは説明可能性を下げる場合がある。,説明責任が求められる場面がある。,データ量だけでは個別説明の要件は満たされない。,性能と説明責任は別軸で評価する。,説明可能性;解釈可能性;金融AI;特徴量妥当性;XAI,イオが「なぜそう判断されたか」を知りたい場面。
G3000-R40-006,Rebuild_Set40,rebuild,case,マルチモーダルAIの評価,生成AI・マルチモーダル,判断,ケース判断,recent,高,画像と文章を入力するマルチモーダルAIで、画像中の標識を読み間違えたまま自然な説明を生成する問題がある。評価設計として最も適切なものはどれか。,最終文章の自然さだけでなく、画像認識部分、文字認識、根拠領域、回答正確性を分けて評価する,出力文が流暢なら画像理解も正しいとみなす,テキストだけのベンチマークで十分評価できる,画像を高解像度にすれば評価は不要になる,A,マルチモーダルAIでは、入力モダリティごとの認識と最終生成を分けて確認する必要がある。,,流暢さと正確性は別。,画像理解を含むためテキスト評価だけでは不十分。,高解像度でも誤認識は起こりうる。,自然な説明＝正しい認識ではない。,マルチモーダルAI;画像認識;OCR;根拠領域;評価設計,通知魚がきれいに説明しても、見ている場所が違えば危ない。
G3000-R40-007,Rebuild_Set40,rebuild,case,個人情報と匿名加工,法律・個人情報,理解,ケース判断,stable,高,社内の顧客データをAI学習に使うため、氏名だけを削除した。住所、購入履歴、問い合わせ内容は残っている。この対応への評価として最も適切なものはどれか。,氏名削除だけで安全とは限らず、他情報との照合による再識別リスクを考える必要がある,氏名がなければ必ず匿名加工情報になる,購入履歴は個人に関係しないので自由に使える,AI学習目的なら個人情報保護の検討は不要,A,個人を識別しうる情報は氏名だけではない。組み合わせによる再識別リスクがある。,,匿名加工情報には一定の加工基準がある。,履歴情報も個人識別につながることがある。,AI学習でも個人情報保護は重要。,氏名を消せば何でもOK、ではない。,個人情報;匿名加工情報;仮名加工情報;再識別;購買履歴,名前を消しても、足跡が残れば誰かにたどり着く。
G3000-R40-008,Rebuild_Set40,rebuild,compare,教師あり学習と自己教師あり学習,機械学習・基盤モデル,理解,比較,recent,中,大量のラベルなしテキストを使い、文の一部を隠して予測することで表現を学習する方法の位置づけとして最も適切なものはどれか。,自己教師あり学習の一種で、明示的な人手ラベルなしに入力データから擬似的な教師信号を作る,教師なし学習ではなく、必ず人手で正解ラベルを付ける教師あり学習である,強化学習であり、環境から報酬を得ることが本質である,交差検証であり、データ分割の手法である,A,自己教師あり学習はデータ自身から予測課題を作り、表現学習に使う。,,人手ラベルが必須ではない。,報酬最大化が中心ではない。,評価手法ではなく学習方法。,教師なしと自己教師ありの違いを問う。,自己教師あり学習;マスク言語モデル;表現学習;ラベルなしデータ;BERT,ミチが文章の欠けた部分を当てながら言葉の型を覚える。
G3000-R40-009,Rebuild_Set40,rebuild,case,モデルドリフトと業務変化,MLOps・監視,判断,ケース判断,stable,高,需要予測モデルが、キャンペーン制度変更後から継続的に外れ始めた。入力データの欠損は増えていない。このとき優先して疑うべきものはどれか。,業務環境やデータ分布の変化によるデータドリフト・コンセプトドリフト,学習率が本番中に自動で大きくなったことだけ,GPUの冷却性能だけ,教師なし学習に変わったことだけ,A,外部制度や顧客行動が変わると、学習時の関係性が本番で崩れることがある。,,本番推論中に学習率は通常関係しない。,ハード不調だけで継続的な予測ずれは説明しにくい。,モデル方式が勝手に変わるわけではない。,欠損がないからデータ問題ではない、とは限らない。,データドリフト;コンセプトドリフト;需要予測;MLOps;監視,町のルールが変わったら、古い地図では進めない。
G3000-R40-010,Rebuild_Set40,rebuild,reading,AIガバナンスと責任主体,AI倫理・ガバナンス,判断,長文読解,recent,高,生成AIを社内FAQに導入する。開発部門はモデル選定、情報システム部門は権限管理、利用部門は回答確認を担当する。ガバナンス上最も適切な方針はどれか。,役割ごとの責任、承認手順、ログ確認、事故時対応を明確にし、継続的に見直す,AIが回答するので責任主体は不要とする,利用部門が便利だと言えば権限設計は省略する,導入時に一度説明会をすれば運用監視は不要とする,A,AIガバナンスでは、複数部門の役割分担、ログ、監視、インシデント対応が重要。,,AI利用でも組織の責任は残る。,利便性と権限制御は別。,導入後の継続監視が必要。,ガバナンスは一度のルール作成では終わらない。,AIガバナンス;責任主体;ログ管理;権限管理;インシデント対応,ラグが「誰が止めるか」を決めずに通路を開けない場面。
G3000-R40-011,Rebuild_Set40,rebuild,case,合成データ,データ活用,判断,ケース判断,recent,高,個人情報を含む学習データの代替として合成データを使う計画がある。最も適切な注意点はどれか。,合成データでも元データの偏りや再識別リスク、評価目的との適合性を確認する,合成データなら偏りは必ず消える,合成データなら品質評価は不要,実データを一切見ずに本番性能を保証できる,A,合成データは有効な場合があるが、偏り・再識別・目的適合性の確認が必要。,,元データの偏りを引き継ぐことがある。,品質評価は必要。,本番性能保証には検証が必要。,合成＝安全・公平・高品質と短絡しない。,合成データ;プライバシー;データバイアス;再識別;評価,人工の町並みでも、元の町の歪みが写る。
G3000-R40-012,Rebuild_Set40,rebuild,case,エッジAI,社会実装・IoT,理解,ケース判断,stable,中,工場カメラの異常検知を、通信が不安定な現場でリアルタイムに行いたい。エッジAIを検討する理由として最も適切なものはどれか。,端末側で推論することで遅延や通信依存を下げられる場合がある,常にクラウドより高精度になる,学習データが不要になる,説明可能性が自動的に保証される,A,エッジAIは低遅延、通信量削減、現場即応などに利点があるが精度保証とは別。,,精度はモデルや環境による。,学習データは必要。,XAIは別途設計が必要。,エッジAIの利点と万能視の区別。,エッジAI;リアルタイム推論;異常検知;IoT;低遅延,現場で先に気づく通知魚。
G3000-R40-013,Rebuild_Set40,rebuild,compare,モデルカード,AIガバナンス,理解,対応関係,recent,中,モデルカードに記載する内容として最も適切な組み合わせはどれか。,用途、性能、評価条件、制限事項、倫理的注意点,開発者の座右の銘、社内イベント、福利厚生,GPU価格、社食メニュー、会議室数,UI配色、ロゴサイズ、広告文だけ,A,モデルカードはモデルの用途・性能・制約・評価条件などを共有する文書。,,モデル利用判断に必要な情報ではない。,一部運用情報ですらなくモデル説明ではない。,見た目だけではモデルの制限が分からない。,モデルカードは宣伝資料ではない。,モデルカード;評価条件;制限事項;AIガバナンス;透明性,共鳴世界の説明書に、得意不得意を書く。
G3000-R40-014,Rebuild_Set40,rebuild,reading,ランキング評価,推薦・評価,判断,長文読解,stable,高,ECサイトの推薦で、上位3件に関連商品を出せるかが売上に直結する。全体の分類正解率よりも重視すべき評価観点として最も適切なものはどれか。,訓練データの行数だけ,上位順位における適合率やNDCGなどランキング品質,モデルのファイルサイズだけ,活性化関数の名前だけ,B,推薦では上位に有用な項目を出せるかが重要で、ランキング評価指標を使う。,データ量だけでは順位品質は分からない。,,サイズは運用制約だが推薦品質ではない。,関係が薄い。,推薦は分類正解率だけで評価しない。,推薦システム;ランキング評価;NDCG;Precision@K;EC,カサネが最初に見る絵が大事。
G3000-R40-015,Rebuild_Set40,rebuild,case,外れ値処理,データ前処理,判断,ケース判断,stable,中,センサーデータに極端な値がある。前処理として最も適切な考え方はどれか。,極端な値はすべて削除する,故障値か重要な異常兆候かを業務知識で確認し、処理方針を決める,外れ値は必ず平均値で置換する,外れ値を増やせば精度は必ず上がる,B,外れ値はノイズの場合も重要信号の場合もあり、目的に応じた判断が必要。,異常検知では重要情報を消す恐れ。,,機械的置換は分布を歪めることがある。,増やしてよいものではない。,外れ値＝不要とは限らない。,外れ値;異常検知;前処理;センサーデータ;業務知識,黒の兆候をノイズとして消してはいけない。
G3000-R40-016,Rebuild_Set40,rebuild,case,プロンプトインジェクション対策,LLM安全性,判断,ケース判断,recent,高,RAGチャットが検索文書中の「これまでの指示を無視せよ」という文に従ってしまう。対策として最も適切なものはどれか。,プロンプトを長くすれば必ず防げる,検索文書を信頼できない入力として扱い、システム指示分離、引用制御、出力検査を行う,利用者教育だけで技術対策は不要,検索対象を増やせば解決する,B,検索文書内の悪意ある指示に従わないよう、入力の信頼境界とガードレールが必要。,長さだけでは防げない。,,運用と技術の両方が必要。,対象拡大は攻撃面も増やす。,RAGの文書は命令ではなく参照情報。,プロンプトインジェクション;RAG;信頼境界;ガードレール;出力検査,ミチが文書の中の命令に乗っ取られないようにする。
G3000-R40-017,Rebuild_Set40,rebuild,compare,分散表現,NLP・表現学習,理解,比較,stable,中,単語をone-hot表現ではなく分散表現で扱う利点として最も適切なものはどれか。,すべての語の意味を人間と同じに完全理解する,意味的に近い語が近いベクトルとして表されることがある,語彙数が増えても次元は必ず1になる,文法誤りが自動的にゼロになる,B,分散表現は語の意味的・統計的関係をベクトル空間に反映できる場合がある。,意味理解の完全性は保証しない。,,次元は設計による。,文法誤りゼロとは無関係。,ベクトルが近い＝完全な意味理解ではない。,分散表現;word2vec;埋め込み;one-hot;意味類似度,言葉同士の距離を星図のように見る。
G3000-R40-018,Rebuild_Set40,rebuild,case,時系列リーケージ,評価設計,判断,ケース判断,stable,高,翌月売上を予測するモデルで、ランダム分割したところ高精度だったが、時系列順に未来月で評価すると精度が落ちた。解釈として最も適切なものはどれか。,時系列評価は常に間違いである,ランダム分割で未来情報に近いパターンが学習側に入り、実運用評価より楽になっていた可能性がある,精度が落ちたのでデータ分割は不要,未来月で評価するほど必ず過学習が減る,B,時系列では過去で学習し未来で評価する設計が重要。ランダム分割は楽観評価になることがある。,時系列予測では自然な評価。,,分割は必要。,評価方法の適切性と過学習は別。,時系列ではランダム分割が罠になることがある。,時系列分割;データリーケージ;売上予測;ホールドアウト;汎化性能,未来を混ぜた練習では本番に強くならない。
G3000-R40-019,Rebuild_Set40,rebuild,case,A/Bテスト,社会実装・実験,判断,ケース判断,stable,中,推薦アルゴリズムを変更したら、オフライン評価は改善した。実サービスで導入する前の確認として最も適切なものはどれか。,オフライン評価が良ければ全ユーザーへ即時展開する,A/Bテストなどで実ユーザー行動や副作用を段階的に確認する,開発者が良いと思えば評価は不要,ランダムなUI変更を同時に多数入れる,B,オフライン評価と実サービス効果は一致しないことがあるため、段階的検証が有効。,副作用の確認が不足。,,主観だけでは不十分。,原因分析が困難になる。,オフライン高性能＝本番効果保証ではない。,A/Bテスト;推薦;オンライン評価;段階リリース;副作用,町で新しい道を一気に全員へ開かず、少し試す。
G3000-R40-020,Rebuild_Set40,rebuild,compare,因果と相関,数理・統計,理解,比較,stable,高,「傘の売上が多い日は交通事故も多い」データを見て、傘を売ると事故が増えると結論づけるのが不適切な理由として最も適切なものはどれか。,相関があれば必ず直接の因果である,雨のような交絡要因が両方に影響している可能性がある,データ数が多ければ交絡は必ず消える,AIで分析すれば因果は自動的に確定する,B,相関関係だけでは因果関係を断定できず、交絡要因を考える必要がある。,相関と因果は別。,,データ数だけでは交絡は解消しない。,AIでも因果推論の設計が必要。,相関を因果と誤解させる問題。,因果推論;相関;交絡;観察データ;雨,雨が見えないと、傘が犯人に見える。
G3000-R40-021,Rebuild_Set40,rebuild,case,著作権と生成AI利用,法律・著作権,判断,ケース判断,recent,高,生成AIで作った販促画像を外部公開する前に確認すべき事項として最も適切なものはどれか。,AI生成物なら著作権リスクは一切ない,既存著作物との類似、利用規約、権利処理、表示・社内確認ルールを確認する,商用利用なら確認不要,プロンプトを削除すれば権利問題は消える,B,生成AI出力の利用では、類似性、契約・規約、権利処理、社内ルールの確認が重要。,リスクがゼロとは言えない。,,商用利用ほど確認が重要。,履歴削除では問題は消えない。,AI生成だから自由、という短絡を避ける。,生成AI;著作権;商用利用;利用規約;類似性,ユイが消さない文にも、扱い方の責任がある。
G3000-R40-022,Rebuild_Set40,rebuild,case,不均衡データとサンプリング,評価指標,判断,ケース判断,stable,高,不良品が全体の0.5%しかない検査データで、モデルの正解率が99.5%だった。評価として最も適切なものはどれか。,正解率99.5%なら不良検出は完璧,全て正常と予測しても高正解率になりうるため、混同行列、再現率、適合率などを確認する,不均衡データでは評価指標は不要,不良品が少ないので学習は必ず簡単になる,B,不均衡データでは正解率が高くても少数クラスを検出できていない場合がある。,少数クラスの見逃しが隠れる。,,むしろ指標選択が重要。,少数クラス学習は難しいことがある。,正解率の高さにだまされない。,不均衡データ;混同行列;再現率;適合率;不良品検査,黒が少ない世界で、全部白と言うだけなら簡単。
