id,set,phase,question_type,topic,source_area,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,search_keywords,story_hint
R24-001,Rebuild_Set24,横断複合・重複回避強化,case,データリーケージと運用評価,横断読解・ケース判断・複合論点,3,3,2,3,小売需要予測AIで、学習時に「当月末に確定した欠品理由」を特徴量へ入れたところ、検証精度だけが異常に高くなった。本番前に最も疑うべき問題はどれか。,データリーケージ,次元の呪い,勾配消失,探索と活用のジレンマ,A,本番予測時点では使えない当月末情報が特徴量に入っており、評価性能が実力以上に見える典型的なデータリーケージである。,,特徴量数が多すぎる問題ではなく、未来情報の混入が核。,深層ネットワークの勾配伝播問題ではない。,強化学習の行動選択問題ではない。,高精度という結果だけで安心せず、その時点で利用可能な情報かを確認する。,データリーケージ;未来情報;需要予測;特徴量,さいはて：未来を見てから過去を当てるのは、観測ではなく漏れ。
R24-002,Rebuild_Set24,横断複合・重複回避強化,case,評価指標と業務目的,横断読解・ケース判断・複合論点,3,3,2,3,がんの一次スクリーニングで、多少の追加検査が増えても見逃しを減らすことを最優先したい。この目的に最も合う方針はどれか。,再現率を重視する,適合率だけを最大化する,平均二乗誤差だけを見る,クラスタ数を増やす,A,見逃しを減らすには、実際に陽性である対象をどれだけ拾えたかを表す再現率が重要になる。,,適合率は陽性予測の空振りを抑える指標であり、見逃し最小化と同じではない。,回帰の誤差指標であり、分類の見逃し対策の中心ではない。,教師なし学習のクラスタ数調整であり、医療分類評価の主軸ではない。,医療では常に再現率だけでよい、ではなく「一次スクリーニング」という文脈が決め手。,再現率;適合率;医療AI;スクリーニング;見逃し,四年五組：黒を見逃さない係は再現率、騒ぎすぎない係は適合率。
R24-003,Rebuild_Set24,横断複合・重複回避強化,compare,RAGとファインチューニング,横断読解・ケース判断・複合論点,3,3,2,3,社内規程が毎週変わるFAQチャットボットで、モデルの一般言語能力は十分だが、回答根拠を最新文書に紐づけたい。最初に検討しやすい構成はどれか。,RAGで検索結果を参照させ、根拠文書も提示する,毎週ゼロから大規模事前学習を行う,畳み込み層だけを追加する,教師なしクラスタリングだけで回答を生成する,A,頻繁に変わる外部知識を参照し、根拠提示もしたい場合はRAGが適する。モデル自体へ知識を毎回埋め込むより運用しやすい。,,大規模事前学習はコストが非常に高く、週次規程更新に向かない。,CNNの畳み込み層追加は文書根拠参照の解決策ではない。,クラスタリングだけでは質問応答や根拠提示を実現できない。,RAGは必ず正しいわけではなく、検索品質・プロンプト・権限管理が必要。,RAG;ファインチューニング;社内FAQ;根拠提示;更新頻度,さいはて：ミチに記憶を焼き込むより、今の記録庫を見に行かせる。
R24-004,Rebuild_Set24,横断複合・重複回避強化,case,公平性と代理変数,横断読解・ケース判断・複合論点,3,3,2,3,採用AIで性別を入力から外したが、過去の配属部署や勤務形態が性別と強く相関しており、結果に偏りが残った。この注意点として最も適切なものはどれか。,保護属性を消しても、代理変数を通じてバイアスが残りうる,保護属性を消せば公平性は必ず保証される,精度が高ければ公平性の検証は不要になる,ランダムフォレストなら偏りは発生しない,A,性別などを直接使わなくても、それと相関する代理変数により差別的影響が残ることがある。,,保護属性の削除だけでは十分ではない。,精度と公平性は別の評価観点である。,特定アルゴリズムなら公平性問題が消えるわけではない。,「その列を消したから安心」が典型的なひっかけ。,公平性;代理変数;バイアス;採用AI;保護属性,さいはて：見えない名前でも、影が残れば世界は先に決めてしまう。
R24-005,Rebuild_Set24,横断複合・重複回避強化,reading,MLOpsとモデル劣化,横断読解・ケース判断・複合論点,3,3,2,3,配送遅延予測モデルは導入直後は高精度だったが、新しい配送ルール導入後に外れが増えた。訓練データ分布と本番データ分布のズレを監視し、再学習判断につなげたい。最も近い考え方はどれか。,データドリフト監視,シンボルグラウンディング問題,ミニマックス探索,ゼロ知識証明,A,本番環境でデータの傾向が変わり、モデル性能が低下する可能性を監視するのがデータドリフト監視である。,,記号が意味と結びつくかの問題であり、運用後の分布変化とは異なる。,ゲーム木探索の手法であり、配送モデルの分布監視ではない。,情報を明かさず真であることを証明する暗号技術の概念。,導入時精度ではなく、運用後の環境変化を問う。,データドリフト;モデル劣化;MLOps;再学習;監視,さいはて：昨日の地図で明日の道を進むと、少しずつ外れる。
R24-006,Rebuild_Set24,横断複合・重複回避強化,case,説明可能性と説明責任,横断読解・ケース判断・複合論点,3,3,2,3,ローン審査AIで不承認となった利用者から理由説明を求められた。モデル内部の全重みを公開することより重要な対応はどれか。,判断に影響した主な要因や改善可能な観点を説明できる形で示す,重み行列をそのまま渡せば説明責任は常に果たせる,不承認者には説明をしない方が公平である,精度が高いモデルなら説明は不要である,A,説明責任では、利用者や監査者が理解できる形で主な判断要因や手続の妥当性を示すことが重要である。,,重みそのものは多くの場合利用者に理解可能な説明にならない。,説明しないことは透明性や救済可能性を損なう。,精度と説明責任は別の要求である。,「内部を全部見せる＝説明」ではない。,説明可能性;説明責任;ローン審査;XAI;透明性,さいはて：中の光を全部見せるより、なぜその扉が閉じたかを伝える。
R24-007,Rebuild_Set24,横断複合・重複回避強化,case,RAG権限管理,横断読解・ケース判断・複合論点,3,3,2,3,RAGチャットが、検索インデックス内の人事評価文書まで回答に使ってしまった。最も優先すべき設計上の対策はどれか。,検索時に利用者権限を反映し、アクセスできる文書だけを取得させる,回答温度を高くして多様な回答にする,文書をすべて画像化して保存する,トップkを無制限に増やす,A,RAGでは生成前の検索段階で権限を反映し、利用者が閲覧できない文書を取得させない設計が重要である。,,温度設定は多様性に関係するが、権限漏えい対策ではない。,画像化しても機密管理の根本対策にはならない。,検索件数を増やすほど漏えいリスクが高まる可能性がある。,RAGの安全性は生成部分だけでなく検索・インデックス・権限で決まる。,RAG;権限管理;アクセス制御;情報漏えい;検索インデックス,さいはて：記録庫の扉は、答える前に閉める。
R24-008,Rebuild_Set24,横断複合・重複回避強化,compare,生成AIと従来型分類AI,横断読解・ケース判断・複合論点,3,3,2,3,画像を「犬か猫か」に分類するAIと、文章から新しい説明文を作る生成AIの違いとして最も適切なものはどれか。,前者は入力を既定カテゴリへ対応づけ、後者は学習した分布に基づき新しい出力を生成する,前者は必ず教師なし学習で、後者は必ず強化学習である,前者はハルシネーションを起こさず、後者は常に正しい,前者はAIではなく、後者だけがAIである,A,分類AIは入力にラベルを割り当てるタスクで、生成AIはテキストや画像などの新しいデータを生成する。,,分類は教師あり学習が多く、生成AIも強化学習だけで作られるわけではない。,分類AIにも誤分類があり、生成AIも常に正しいわけではない。,分類AIもAIの重要な応用である。,生成AIだけをAIとみなす誤解に注意。,分類AI;生成AI;教師あり学習;生成モデル;ハルシネーション,四年五組：名札を貼る係と、新しい絵を描く係は違う。
R24-009,Rebuild_Set24,横断複合・重複回避強化,case,アノテーション品質,横断読解・ケース判断・複合論点,3,3,2,3,画像認識モデルで、作業者ごとに「破損あり」の基準が異なり、同じ画像でもラベルが割れた。改善策として最も適切なものはどれか。,ラベル定義と判断例を明文化し、複数人確認や一致率確認を行う,学習率をゼロにする,全データをテストデータにする,ラベルの揺れを無視してモデルだけ大きくする,A,アノテーション基準を明確にし、品質管理を行うことで教師データの一貫性を高める必要がある。,,学習を止めるだけでラベル品質は改善しない。,テストだけにすると学習できない。,モデル規模拡大はラベル揺れの根本対策ではない。,教師あり学習ではラベル品質が上限を決めやすい。,アノテーション;ラベル品質;一致率;教師データ;画像認識,さいはて：観測者ごとに名前が違えば、世界は学べない。
R24-010,Rebuild_Set24,横断複合・重複回避強化,case,LLM評価と人手評価,横断読解・ケース判断・複合論点,3,3,2,3,LLMの社内導入で、BLEUのような自動指標だけでは業務文の妥当性やリスクを評価しきれない。追加すべき評価として最も適切なものはどれか。,業務専門家による人手評価と、安全性・根拠性の観点別評価,パラメータ数だけの比較,GPU温度だけの監視,学習データ量だけで合否を決める,A,LLM出力は業務適合性、根拠性、安全性などを観点別に人手評価することが重要である。,,パラメータ数が大きくても業務品質や安全性は保証されない。,GPU温度は運用監視項目であり、出力品質評価ではない。,データ量だけでは品質・リスクは判断できない。,自動指標だけで文章生成の実務品質を測りきれない。,LLM評価;人手評価;BLEU;安全性評価;根拠性,さいはて：数字の星だけでは、声の向きは測れない。
