id,set,phase,question_type,topic,source_area,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,search_keywords,story_hint
R37-001,Rebuild_Set37,横断複合・重複回避十六段目,case,グループ単位分割とリーケージ,機械学習/評価,判断/評価,case,安定領域,行単位分割で性能を過大評価させる罠,患者ごとに複数の検査画像があるデータで疾患分類モデルを評価する。画像単位でランダム分割したところ高精度だったが、本番では新しい患者に使う。最も適切な評価設計はどれか。,同一患者の画像が訓練・評価にまたがらないよう、患者単位で分割して評価する,画像枚数が多いほど公平なので、患者IDは無視して完全ランダム分割する,検査画像は医療データなので、評価指標は正解率だけで十分である,高精度が出た分割を採用し、低精度の分割結果は外れ値として除く,A,同一患者の類似画像が訓練と評価に混在すると、未知患者への汎化性能を過大評価する恐れがある。グループ単位分割が重要。,正解。患者単位で分けることでリーケージを抑えられる。,誤り。同一患者情報が漏れる可能性がある。,誤り。再現率やAUCなども検討する。,誤り。評価結果の都合のよい選別は不適切。,行単位分割で性能を過大評価させる罠,グループ分割;データリーケージ;医療画像;汎化性能;患者単位,さいはてでは、同じ記憶の断片を別人扱いして評価すると未来を見誤る。
R37-002,Rebuild_Set37,横断複合・重複回避十六段目,case,ラベル定義変更と評価比較,データ品質/評価,判断/運用,case,安定領域,精度差だけを見てラベル定義の変化を見落とす罠,問い合わせ分類AIを半年ごとに比較したい。しかし途中で「要対応」の定義が、24時間以内対応から48時間以内対応へ変わった。最も注意すべき点はどれか。,同じ評価指標でも、ラベル定義が変わると単純比較できない場合がある,ラベル定義が変わっても、データ件数が同じなら精度は完全に比較できる,分類モデルではラベル定義よりアルゴリズム名だけを記録すればよい,定義変更は業務側の都合なので、AI評価には影響しない,A,教師あり学習では正解ラベルの意味が評価の前提になる。ラベル定義が変わると、同じ精度でも意味が変わる。,正解。評価条件とラベル定義を記録する必要がある。,誤り。件数が同じでも意味が変わる。,誤り。ラベル設計は重要なメタデータ。,誤り。AI評価に直接影響する。,精度差だけを見てラベル定義の変化を見落とす罠,ラベル定義;教師あり学習;評価比較;データ品質;メタデータ,四年五組で「黒」の意味が変わったら、前の記録とそのまま比べられない。
R37-003,Rebuild_Set37,横断複合・重複回避十六段目,case,検索拡張生成と古い文書,生成AI/RAG,判断/運用,case,改訂シラバス寄せ,RAGなら必ず最新という罠,社内規程チャットボットをRAGで作ったが、旧版規程PDFも検索対象に残っていた。回答が古い規程を根拠にしてしまう。最も適切な対策はどれか。,文書の版数・有効期間・公開状態をメタデータ管理し、検索対象や優先順位を制御する,LLMの温度を上げれば、新しい規程を自動で選ぶようになる,RAGは検索を使うため、古い文書を混ぜても誤答は起きない,根拠文書を表示しなければ、古い規程に基づく回答でも問題にならない,A,RAGでは検索対象データの鮮度、版数、権限、根拠表示が重要。旧版文書が混ざると誤回答につながる。,正解。メタデータと検索制御が必要。,誤り。温度は根拠文書の正しさを保証しない。,誤り。検索対象が誤っていれば誤答する。,誤り。根拠非表示はリスクを隠すだけ。,RAGなら必ず最新という罠,RAG;メタデータ;版数管理;社内規程;検索対象,さいはてで古い記録を新しい合図として読めば、道を間違える。
R37-004,Rebuild_Set37,横断複合・重複回避十六段目,case,ベクトル検索と権限境界,生成AI/RAG,判断/安全,case,改訂シラバス寄せ,検索結果だけなら権限不要という罠,部門横断の文書検索AIで、一般社員が役員会議メモの要約を見られてしまった。文書本文は非表示だが、要約に機密が含まれる。最も適切な改善はどれか。,検索・要約・表示の各段階でユーザー権限を確認し、権限外文書を取得させない,本文を非表示にしているので、要約に機密が出てもアクセス制御は不要である,埋め込みベクトルは数値なので、機密文書を全員で検索しても問題ない,役員文書だけ回答文を丁寧語にすれば、漏えいリスクは下がる,A,RAGでは取得段階で権限外文書を検索結果に含めない設計が重要。要約でも機密情報は漏えいしうる。,正解。取得前後の権限制御が必要。,誤り。要約も情報開示になる。,誤り。ベクトル化しても機密性は消えない。,誤り。文体はアクセス制御にならない。,検索結果だけなら権限不要という罠,RAG;アクセス制御;権限管理;埋め込み;情報漏えい,四年五組なら、見せない黒の場所を説明で全部言ってしまうようなもの。
R37-005,Rebuild_Set37,横断複合・重複回避十六段目,case,多クラス分類と業務費用,評価指標/意思決定,判断/評価,case,安定領域,全クラス同じ重みで見る罠,配送トラブル分類AIで「破損」「遅延」「住所不備」を分類する。破損の見逃しだけ損害が大きい。モデル比較で最も適切な観点はどれか。,全体正解率だけでなく、破損クラスの再現率や誤分類コストを確認する,3クラス分類なので、どの誤分類も必ず同じ重要度として扱う,サンプル数が最も多い住所不備の精度だけを最大化すればよい,分類問題では誤分類コストを考える必要はない,A,業務上の損失がクラスごとに異なる場合、全体正解率だけでは不十分。重要クラスの再現率やコストを考える。,正解。重要クラスの見逃しを確認する。,誤り。業務影響により重みは異なる。,誤り。多数クラスだけを見ると重要な少数クラスを見逃す。,誤り。誤分類コストは実装判断に重要。,全クラス同じ重みで見る罠,多クラス分類;再現率;誤分類コスト;業務影響;配送,さいはてでは、小さな揺れでも世界を壊す兆候なら最優先で拾う。
R37-006,Rebuild_Set37,横断複合・重複回避十六段目,case,生成AIと個人情報の最小化,法律/倫理/生成AI,判断/安全,case,改訂シラバス寄せ,社内利用なら個人情報を入れてよいという罠,顧客対応履歴を生成AIで要約したい。要約に不要な住所・電話番号・病歴が含まれる可能性がある。最初に検討すべき対応として最も適切なものはどれか。,目的に不要な個人情報を入力前に削除・マスキングし、利用範囲と保存有無を確認する,社内業務なので、個人情報をすべてそのまま入力してよい,生成AIが要約すれば個人情報は自動的に匿名化される,電話番号だけ残せば、病歴を入力しても個人情報保護上の検討は不要になる,A,個人情報を扱うAI利用では目的、必要最小限、保存、第三者提供、要配慮情報などを確認する。要約は自動匿名化ではない。,正解。最小化と利用条件確認が重要。,誤り。社内でも適切な管理が必要。,誤り。要約で個人情報が残ることがある。,誤り。病歴などは慎重な扱いが必要。,社内利用なら個人情報を入れてよいという罠,個人情報;データ最小化;要配慮情報;生成AI;マスキング,四年五組なら、必要ない名前まで黒板に書かない。
R37-007,Rebuild_Set37,横断複合・重複回避十六段目,case,合成データと評価独立性,データ生成/評価,判断/評価,case,安定領域,合成データなら何でも安全で有効という罠,少数クラスを補うために生成モデルで合成データを作った。モデル評価でも同じ生成モデル由来の合成データを多く使ったところ高精度だった。懸念として最も適切なものはどれか。,生成過程の偏りに適合しており、実データでの性能を過大評価している可能性がある,合成データは必ず実データより多様なので、過大評価は起きない,評価データを合成にすれば、データリーケージは原理的に消える,生成モデルを使った時点で、人手による評価は不要になる,A,合成データは有用だが、生成分布の偏りや評価独立性に注意が必要。実データでの検証も重要。,正解。生成過程への適合を疑う。,誤り。合成データは偏りを持つ場合がある。,誤り。評価独立性の問題は残る。,誤り。人手や実データ評価は必要になりうる。,合成データなら何でも安全で有効という罠,合成データ;生成モデル;評価独立性;少数クラス;過大評価,さいはてで作った地図だけで、実際の道を歩いた気になる危うさ。
R37-008,Rebuild_Set37,横断複合・重複回避十六段目,case,ドリフトと再学習判断,MLOps/監視,判断/運用,case,安定領域,性能低下の原因をすべて再学習で解く罠,需要予測AIの誤差が急に増えた。調べると大型イベント、価格改定、欠品が同時に起きていた。最も適切な初動はどれか。,データ分布・業務イベント・入力欠損・評価期間を確認し、原因に応じて再学習や特徴量追加を判断する,誤差が増えたら理由を見ずに毎回すぐ再学習する,需要予測では外部イベントを特徴量に入れてはいけない,一度本番化したモデルは、誤差が増えても評価指標を変えてはいけない,A,ドリフトや業務イベント、データ欠損など原因を切り分けることが重要。再学習だけが常に正解ではない。,正解。原因分析に基づく対応が必要。,誤り。原因不明の再学習は問題を隠す。,誤り。外部イベントは有用な特徴量になりうる。,誤り。評価指標の見直しが必要な場合もある。,性能低下の原因をすべて再学習で解く罠,ドリフト;需要予測;再学習;特徴量;業務イベント,四年五組では、町が変わったのか、地図が古いのかを先に見る。
R37-009,Rebuild_Set37,横断複合・重複回避十六段目,case,説明可能性と代理特徴,XAI/公平性,判断/倫理,case,安定領域,説明が出れば公平という罠,ローン審査AIで特徴量重要度を見ると、郵便番号が強く効いていた。人種や所得を直接使っていないため問題ない、という判断に対する最も適切な見方はどれか。,郵便番号が属性や所得の代理変数になり、不公平な判断につながる可能性を確認する,直接属性を使っていなければ、公平性の検討は不要である,特徴量重要度が高い変数は必ず削除すれば、モデルは常に公平になる,説明可能性があるモデルでは、差別的影響は発生しない,A,直接的なセンシティブ属性を使わなくても、代理変数により不公平が生じることがある。影響評価が必要。,正解。代理変数のリスクを見る。,誤り。間接的な偏りも検討する。,誤り。削除だけで性能・公平性が必ず改善するとは限らない。,誤り。説明可能性と公平性は別問題。,説明が出れば公平という罠,代理変数;公平性;特徴量重要度;ローン審査;XAI,さいはてで名前を呼ばなくても、場所だけで誰かを決めつける危うさ。
R37-010,Rebuild_Set37,横断複合・重複回避十六段目,case,OCRと人手確認,画像認識/実装,判断/運用,case,安定領域,AI抽出をそのまま正として扱う罠,契約書OCRで金額と契約期間を自動抽出し、基幹システムへ登録したい。抽出ミスの影響が大きい場合、最も適切な設計はどれか。,重要項目は信頼度や差分表示を用い、人手確認後に登録する運用を設ける,OCRは文字認識なので、契約内容の確認は不要である,抽出精度が90%を超えれば、金額ミスは業務上無視できる,AIが抽出した値は人間の入力より常に正確なので監査ログは不要である,A,OCRの抽出結果は誤る可能性がある。重要項目では人手確認、信頼度表示、監査ログが有効。,正解。Human-in-the-loopを設ける。,誤り。契約では重要項目確認が必要。,誤り。10%のミスでも重大になりうる。,誤り。監査ログは必要。,AI抽出をそのまま正として扱う罠,OCR;契約書;Human-in-the-loop;信頼度;監査ログ,四年五組なら、読めた文字をすぐ地図にせず、みんなで確かめる。
