id,set,phase,question_type,topic,source_area,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,search_keywords,story_hint
FB03-001,FinalBoost_Set03,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,AI基礎,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,AIを『人間の知的活動を計算機で実現する技術』と広く捉える場合、機械学習はデータから（　1　）を獲得し、ルールベースAIは人が与えた（　2　）に基づく。,パターン／ルール,ルール／パターン,ヒューリスティック／削減,順序／避け,A,空欄1は『パターン』、空欄2は『ルール』。AI基礎では、2語の役割・順番・対象を取り違えないことが重要。,正解。,不適切。『ルール／パターン』は、この文の空欄1・空欄2の対応と合わない。,不適切。『ヒューリスティック／削減』は、この文の空欄1・空欄2の対応と合わない。,不適切。『順序／避け』は、この文の空欄1・空欄2の対応と合わない。,2箇所穴埋めは、用語を単独で覚えるより、概念の対応関係・順番・対象を問う。本番では入れ替え選択肢に注意。,AI基礎;パターン;ルール;2箇所穴埋め;G検定,さいはての未来では、イオが2つの概念の接続を観測して取り違えを避ける。四年五組なら、うっけの逆回答をカサネが静かに戻す。
FB03-002,FinalBoost_Set03,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,AI基礎,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,第一次AIブームでは主に探索や推論が注目され、第二次AIブームでは専門家の知識を使う（　1　）が広がり、第三次AIブームでは（　2　）が中心になった。,エキスパートシステム／深層学習,深層学習／エキスパートシステム,詳細／複雑,範囲／スケール,A,空欄1は『エキスパートシステム』、空欄2は『深層学習』。AI基礎では、2語の役割・順番・対象を取り違えないことが重要。,正解。,不適切。『深層学習／エキスパートシステム』は、この文の空欄1・空欄2の対応と合わない。,不適切。『詳細／複雑』は、この文の空欄1・空欄2の対応と合わない。,不適切。『範囲／スケール』は、この文の空欄1・空欄2の対応と合わない。,2箇所穴埋めは、用語を単独で覚えるより、概念の対応関係・順番・対象を問う。本番では入れ替え選択肢に注意。,AI基礎;エキスパートシステム;深層学習;2箇所穴埋め;G検定,さいはての未来では、イオが2つの概念の接続を観測して取り違えを避ける。四年五組なら、うっけの逆回答をカサネが静かに戻す。
FB03-003,FinalBoost_Set03,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,AI基礎,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,探索問題では、現在の状態から次の状態へ移る（　1　）をたどり、目的状態に至る（　2　）を探す。,遷移／経路,経路／遷移,ルール／結論,過学習／安定性,A,空欄1は『遷移』、空欄2は『経路』。AI基礎では、2語の役割・順番・対象を取り違えないことが重要。,正解。,不適切。『経路／遷移』は、この文の空欄1・空欄2の対応と合わない。,不適切。『ルール／結論』は、この文の空欄1・空欄2の対応と合わない。,不適切。『過学習／安定性』は、この文の空欄1・空欄2の対応と合わない。,2箇所穴埋めは、用語を単独で覚えるより、概念の対応関係・順番・対象を問う。本番では入れ替え選択肢に注意。,AI基礎;遷移;経路;2箇所穴埋め;G検定,さいはての未来では、イオが2つの概念の接続を観測して取り違えを避ける。四年五組なら、うっけの逆回答をカサネが静かに戻す。
FB03-004,FinalBoost_Set03,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,AI基礎,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,幅優先探索は浅い階層から順に調べ、深さ優先探索は一つの枝を（　1　）まで進みやすく、メモリ消費は一般に（　2　）優先探索が少ない。,深く／深さ,深さ／深く,リンク／ネットワーク,補正／アンサンブル,A,空欄1は『深く』、空欄2は『深さ』。AI基礎では、2語の役割・順番・対象を取り違えないことが重要。,正解。,不適切。『深さ／深く』は、この文の空欄1・空欄2の対応と合わない。,不適切。『リンク／ネットワーク』は、この文の空欄1・空欄2の対応と合わない。,不適切。『補正／アンサンブル』は、この文の空欄1・空欄2の対応と合わない。,2箇所穴埋めは、用語を単独で覚えるより、概念の対応関係・順番・対象を問う。本番では入れ替え選択肢に注意。,AI基礎;深く;深さ;2箇所穴埋め;G検定,さいはての未来では、イオが2つの概念の接続を観測して取り違えを避ける。四年五組なら、うっけの逆回答をカサネが静かに戻す。
FB03-005,FinalBoost_Set03,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,AI基礎,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,A*探索ではゴールまでの推定コストを表す（　1　）を使い、実コストと合わせて探索の（　2　）を決める。,ヒューリスティック／優先度,優先度／ヒューリスティック,制約／候補,写像／非線形,A,空欄1は『ヒューリスティック』、空欄2は『優先度』。AI基礎では、2語の役割・順番・対象を取り違えないことが重要。,正解。,不適切。『優先度／ヒューリスティック』は、この文の空欄1・空欄2の対応と合わない。,不適切。『制約／候補』は、この文の空欄1・空欄2の対応と合わない。,不適切。『写像／非線形』は、この文の空欄1・空欄2の対応と合わない。,2箇所穴埋めは、用語を単独で覚えるより、概念の対応関係・順番・対象を問う。本番では入れ替え選択肢に注意。,AI基礎;ヒューリスティック;優先度;2箇所穴埋め;G検定,さいはての未来では、イオが2つの概念の接続を観測して取り違えを避ける。四年五組なら、うっけの逆回答をカサネが静かに戻す。
FB03-006,FinalBoost_Set03,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,AI基礎,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,ゲーム探索でミニマックス法は相手も最善手を選ぶと仮定し、αβ法は不要な枝を（　1　）して探索を（　2　）化する。,枝刈り／効率,効率／枝刈り,学習／深層学習,k／影響,A,空欄1は『枝刈り』、空欄2は『効率』。AI基礎では、2語の役割・順番・対象を取り違えないことが重要。,正解。,不適切。『効率／枝刈り』は、この文の空欄1・空欄2の対応と合わない。,不適切。『学習／深層学習』は、この文の空欄1・空欄2の対応と合わない。,不適切。『k／影響』は、この文の空欄1・空欄2の対応と合わない。,2箇所穴埋めは、用語を単独で覚えるより、概念の対応関係・順番・対象を問う。本番では入れ替え選択肢に注意。,AI基礎;枝刈り;効率;2箇所穴埋め;G検定,さいはての未来では、イオが2つの概念の接続を観測して取り違えを避ける。四年五組なら、うっけの逆回答をカサネが静かに戻す。
FB03-007,FinalBoost_Set03,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,AI基礎,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,知識ベースは事実やルールを蓄え、推論エンジンはそれを使って新しい（　1　）を導く（　2　）である。,結論／仕組み,仕組み／結論,内部／統計,変化／安定性,A,空欄1は『結論』、空欄2は『仕組み』。AI基礎では、2語の役割・順番・対象を取り違えないことが重要。,正解。,不適切。『仕組み／結論』は、この文の空欄1・空欄2の対応と合わない。,不適切。『内部／統計』は、この文の空欄1・空欄2の対応と合わない。,不適切。『変化／安定性』は、この文の空欄1・空欄2の対応と合わない。,2箇所穴埋めは、用語を単独で覚えるより、概念の対応関係・順番・対象を問う。本番では入れ替え選択肢に注意。,AI基礎;結論;仕組み;2箇所穴埋め;G検定,さいはての未来では、イオが2つの概念の接続を観測して取り違えを避ける。四年五組なら、うっけの逆回答をカサネが静かに戻す。
FB03-008,FinalBoost_Set03,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,AI基礎,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,オントロジーでは概念の上位下位や属性などの（　1　）を表し、知識の（　2　）に役立つ。,関係／共有,共有／関係,境界／変化,次元削減／使わ,A,空欄1は『関係』、空欄2は『共有』。AI基礎では、2語の役割・順番・対象を取り違えないことが重要。,正解。,不適切。『共有／関係』は、この文の空欄1・空欄2の対応と合わない。,不適切。『境界／変化』は、この文の空欄1・空欄2の対応と合わない。,不適切。『次元削減／使わ』は、この文の空欄1・空欄2の対応と合わない。,2箇所穴埋めは、用語を単独で覚えるより、概念の対応関係・順番・対象を問う。本番では入れ替え選択肢に注意。,AI基礎;関係;共有;2箇所穴埋め;G検定,さいはての未来では、イオが2つの概念の接続を観測して取り違えを避ける。四年五組なら、うっけの逆回答をカサネが静かに戻す。
FB03-009,FinalBoost_Set03,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,AI基礎,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,フレーム問題は、行動後に変わるものと変わらないものをすべて扱う難しさで、現実世界の（　1　）を形式化する（　2　）を示す。,常識／困難,困難／常識,対応／連続,ランダム／変わ,A,空欄1は『常識』、空欄2は『困難』。AI基礎では、2語の役割・順番・対象を取り違えないことが重要。,正解。,不適切。『困難／常識』は、この文の空欄1・空欄2の対応と合わない。,不適切。『対応／連続』は、この文の空欄1・空欄2の対応と合わない。,不適切。『ランダム／変わ』は、この文の空欄1・空欄2の対応と合わない。,2箇所穴埋めは、用語を単独で覚えるより、概念の対応関係・順番・対象を問う。本番では入れ替え選択肢に注意。,AI基礎;常識;困難;2箇所穴埋め;G検定,さいはての未来では、イオが2つの概念の接続を観測して取り違えを避ける。四年五組なら、うっけの逆回答をカサネが静かに戻す。
FB03-010,FinalBoost_Set03,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,AI基礎,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,シンボルグラウンディング問題は、記号が現実世界の（　1　）と結びつく必要があるという、意味理解の（　2　）に関わる。,対象／問題,問題／対象,構造／次元,シグナル／判断,A,空欄1は『対象』、空欄2は『問題』。AI基礎では、2語の役割・順番・対象を取り違えないことが重要。,正解。,不適切。『問題／対象』は、この文の空欄1・空欄2の対応と合わない。,不適切。『構造／次元』は、この文の空欄1・空欄2の対応と合わない。,不適切。『シグナル／判断』は、この文の空欄1・空欄2の対応と合わない。,2箇所穴埋めは、用語を単独で覚えるより、概念の対応関係・順番・対象を問う。本番では入れ替え選択肢に注意。,AI基礎;対象;問題;2箇所穴埋め;G検定,さいはての未来では、イオが2つの概念の接続を観測して取り違えを避ける。四年五組なら、うっけの逆回答をカサネが静かに戻す。
FB03-011,FinalBoost_Set03,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,AI基礎,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,強いAIは人間のような（　1　）を持つAIを指し、弱いAIは特定課題を（　2　）する道具としてのAIを指す。,理解／遂行,遂行／理解,ラベルなし／削減,重み／学習,A,空欄1は『理解』、空欄2は『遂行』。AI基礎では、2語の役割・順番・対象を取り違えないことが重要。,正解。,不適切。『遂行／理解』は、この文の空欄1・空欄2の対応と合わない。,不適切。『ラベルなし／削減』は、この文の空欄1・空欄2の対応と合わない。,不適切。『重み／学習』は、この文の空欄1・空欄2の対応と合わない。,2箇所穴埋めは、用語を単独で覚えるより、概念の対応関係・順番・対象を問う。本番では入れ替え選択肢に注意。,AI基礎;理解;遂行;2箇所穴埋め;G検定,さいはての未来では、イオが2つの概念の接続を観測して取り違えを避ける。四年五組なら、うっけの逆回答をカサネが静かに戻す。
FB03-012,FinalBoost_Set03,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,AI基礎,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,チューリングテストは会話を通じて機械か人間かを判別できないかを見る試験で、知能を（　1　）から評価する（　2　）的考え方である。,振る舞い／外面的,外面的／振る舞い,教師信号／表現,意味／限定,A,空欄1は『振る舞い』、空欄2は『外面的』。AI基礎では、2語の役割・順番・対象を取り違えないことが重要。,正解。,不適切。『外面的／振る舞い』は、この文の空欄1・空欄2の対応と合わない。,不適切。『教師信号／表現』は、この文の空欄1・空欄2の対応と合わない。,不適切。『意味／限定』は、この文の空欄1・空欄2の対応と合わない。,2箇所穴埋めは、用語を単独で覚えるより、概念の対応関係・順番・対象を問う。本番では入れ替え選択肢に注意。,AI基礎;振る舞い;外面的;2箇所穴埋め;G検定,さいはての未来では、イオが2つの概念の接続を観測して取り違えを避ける。四年五組なら、うっけの逆回答をカサネが静かに戻す。
