id,set,phase,question_type,topic,source_area,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,search_keywords,story_hint
R15-001,Rebuild_Set15,重複回避・検索強化50問,case,探索空間,古典AI・探索推論・知識表現・制約充足・確率的推論,2,case,0,3,探索問題で「状態空間が大きすぎて全候補を総当たりできない」状況への説明として最も適切なものはどれか。,ヒューリスティックなどを用いて有望な候補を優先し、探索量を減らす考え方が重要になる。,すべての状態を必ず列挙すれば、どのような問題でも現実的な時間で解ける。,探索問題では評価関数や目的状態を定義してはいけない。,状態空間が大きいほど、深さ優先探索だけで必ず最適解が保証される。,A,状態空間が巨大な場合、全探索は困難になりやすい。評価関数やヒューリスティックで探索を絞る発想が問われる。,,正解ではない。,正解ではない。 探索問題では評価関数や目的状態を定義してはいけない。,正解ではない。 状態空間が大きいほど、深さ優先探索だけで必ず最適解が保証される。,「探索＝全部試す」と決めつけると、組合せ爆発の論点を落とす。,状態空間;ヒューリスティック;組合せ爆発;探索,さいはて：全ての未来を観測できないから、ミチは手がかりを置く。
R15-002,Rebuild_Set15,重複回避・検索強化50問,compare,幅優先探索と深さ優先探索,古典AI・探索推論・知識表現・制約充足・確率的推論,2,case,0,3,幅優先探索と深さ優先探索の違いとして最も適切なものはどれか。,幅優先探索は必ず評価関数を使い、深さ優先探索は必ず報酬を使う。,幅優先探索は浅い階層から順に広げ、深さ優先探索は一つの枝を深く進めてから戻る。,幅優先探索はニューラルネットワーク専用で、深さ優先探索は決定木専用である。,幅優先探索はデータを正規化する手法で、深さ優先探索は特徴量選択の手法である。,B,幅優先探索と深さ優先探索は、探索木のたどり方の違いとして問われる。,正解ではない。 幅優先探索は必ず評価関数を使い、深さ優先探索は必ず報酬を使う。,,正解ではない。,正解ではない。,「探索」の語を機械学習の前処理にすり替える選択肢に注意。,幅優先探索;深さ優先探索;探索木,四年五組：校舎を一階ずつ見るのが幅優先、一つの階段を上り切るのが深さ優先。
R15-003,Rebuild_Set15,重複回避・検索強化50問,case,A*探索,古典AI・探索推論・知識表現・制約充足・確率的推論,2,case,0,3,A*探索の説明として最も適切なものはどれか。,報酬を最大化するために環境と相互作用する強化学習そのものである。,画像の畳み込みフィルタを自動で学習するCNNの別名である。,開始地点からの実コストとゴールまでの推定コストを組み合わせ、有望な経路を優先する探索である。,教師なし学習でクラスタ数を自動決定するアルゴリズムである。,C,A*探索は、実コストとヒューリスティックな推定コストを使う経路探索として押さえる。,正解ではない。 報酬を最大化するために環境と相互作用する強化学習そのものである。,正解ではない。 画像の畳み込みフィルタを自動で学習するCNNの別名である。,,正解ではない。 教師なし学習でクラスタ数を自動決定するアルゴリズムである。,A*を強化学習やCNNに寄せるひっかけがあり得る。,A*探索;ヒューリスティック;経路探索;評価関数,さいはて：ラグは現在地の損耗と、さいはてまでの遠さを同時に見る。
R15-004,Rebuild_Set15,重複回避・検索強化50問,term,評価関数,古典AI・探索推論・知識表現・制約充足・確率的推論,2,case,0,3,ゲーム木探索における評価関数の役割として最も適切なものはどれか。,入力データを0から1の範囲に必ず変換する。,著作物の利用許諾範囲を判定する。,ニューラルネットワークの重みをランダムに初期化する。,終局まで読めない局面について、その局面の有利不利を数値化する。,D,ゲーム木を終局まで読めない場合、評価関数で局面を近似的に評価する。,正解ではない。 入力データを0から1の範囲に必ず変換する。,正解ではない。 著作物の利用許諾範囲を判定する。,正解ではない。 ニューラルネットワークの重みをランダムに初期化する。,,「評価」という語をモデル評価指標だけに限定しない。,評価関数;ゲーム木;Mini-Max;局面評価,さいはて：まだ終わりが見えない未来を、今の兆候で仮評価する。
R15-005,Rebuild_Set15,重複回避・検索強化50問,case,Mini-Max法,古典AI・探索推論・知識表現・制約充足・確率的推論,2,case,0,3,二人零和ゲームで、相手も最善手を選ぶと仮定して自分の手を選ぶ考え方として最も適切なものはどれか。,Mini-Max法,k-means法,主成分分析,ドロップアウト,A,Mini-Max法は、自分は評価値を最大化し、相手は自分にとって不利な方向へ最小化するとみなす探索である。,,正解ではない。 k-means法,正解ではない。 主成分分析,正解ではない。 ドロップアウト,「相手がいる」から強化学習と即断せず、古典的ゲーム木探索を確認する。,Mini-Max法;零和ゲーム;ゲーム木;最善手,四年五組：うっけが進む手だけでなく、黒が邪魔する手も読む。
R15-006,Rebuild_Set15,重複回避・検索強化50問,term,αβ法,古典AI・探索推論・知識表現・制約充足・確率的推論,2,case,0,3,αβ法の主な目的として最も適切なものはどれか。,誤差を逆伝播させてニューラルネットワークを学習する。,Mini-Max探索で結果に影響しない枝を枝刈りし、探索量を削減する。,データを複数のクラスタに分ける。,自然言語を単語単位に分割する。,B,αβ法はMini-Max法の結果を保ちながら不要な枝を読まない枝刈り手法である。,正解ではない。 誤差を逆伝播させてニューラルネットワークを学習する。,,正解ではない。 データを複数のクラスタに分ける。,正解ではない。 自然言語を単語単位に分割する。,「α」「β」の記号から統計の係数や深層学習のパラメータと混同しない。,αβ法;枝刈り;Mini-Max;ゲームAI,さいはて：見なくてよい未来の枝を切って、観測の負荷を下げる。
R15-007,Rebuild_Set15,重複回避・検索強化50問,case,モンテカルロ木探索,古典AI・探索推論・知識表現・制約充足・確率的推論,2,case,0,3,囲碁AIなどで使われたモンテカルロ木探索の説明として最も適切なものはどれか。,すべての盤面を完全に列挙してから最短経路を求める。,文書中の単語をTF-IDFで重み付けする。,ランダムシミュレーションなどを用いて手の有望さを推定し、探索木を成長させる。,誤差を逆向きに伝えて重みを更新する。,C,モンテカルロ木探索は、試行シミュレーションによって有望な手を推定する点が特徴。,正解ではない。 すべての盤面を完全に列挙してから最短経路を求める。,正解ではない。 文書中の単語をTF-IDFで重み付けする。,,正解ではない。 誤差を逆向きに伝えて重みを更新する。,「モンテカルロ＝乱数」だけで、単なる乱択と誤解しない。,モンテカルロ木探索;MCTS;囲碁AI;シミュレーション,さいはて：全未来を見ない代わりに、何度も小さく未来を試す。
R15-008,Rebuild_Set15,重複回避・検索強化50問,compare,プランニング,古典AI・探索推論・知識表現・制約充足・確率的推論,2,case,0,3,STRIPSに代表される古典的プランニングで重視される考え方として最も適切なものはどれか。,正解ラベル付きデータから分類境界を学習する。,単語の共起から分散表現を事前学習する。,生成AIの出力を人間の好みに合わせて強化学習する。,行動の前提条件と効果を記述し、初期状態から目標状態へ至る行動列を求める。,D,古典的プランニングでは、状態、行動、前提条件、効果、目標状態が問われやすい。,正解ではない。 正解ラベル付きデータから分類境界を学習する。,正解ではない。 単語の共起から分散表現を事前学習する。,正解ではない。 生成AIの出力を人間の好みに合わせて強化学習する。,,STRIPSをディープラーニング用語にすり替える選択肢に注意。,STRIPS;プランニング;前提条件;効果;目標状態,さいはて：ラグは「今できること」と「その後変わる世界」を分けて考える。
R15-009,Rebuild_Set15,重複回避・検索強化50問,case,制約充足問題,古典AI・探索推論・知識表現・制約充足・確率的推論,2,case,0,3,制約充足問題（CSP）の例として最も適切なものはどれか。,複数の変数に値を割り当て、すべての制約を満たす時間割を作る。,訓練データとテストデータを一度だけ分割する。,画素に畳み込みフィルタを適用して特徴マップを作る。,文章を次トークン予測で生成する。,A,CSPは、変数、値域、制約からなる問題として時間割やパズルで説明される。,,正解ではない。 訓練データとテストデータを一度だけ分割する。,正解ではない。 画素に畳み込みフィルタを適用して特徴マップを作る。,正解ではない。 文章を次トークン予測で生成する。,「制約」という語を正則化の制約だけに限定しない。,制約充足問題;CSP;時間割;変数;制約,四年五組：全員の希望を同時に満たす席替えは、ただの分類ではない。
R15-010,Rebuild_Set15,重複回避・検索強化50問,term,バックトラッキング,古典AI・探索推論・知識表現・制約充足・確率的推論,2,case,0,3,バックトラッキングの説明として最も適切なものはどれか。,データの平均を0、分散を1に変換する前処理である。,途中で制約違反が分かったら前の選択に戻り、別の候補を試す探索である。,生成AIの出力を検索結果で補強する構成である。,大規模モデルを小型モデルに圧縮する手法である。,B,バックトラッキングは、候補を試し、失敗したら戻る探索の基本的考え方。,正解ではない。 データの平均を0、分散を1に変換する前処理である。,,正解ではない。 生成AIの出力を検索結果で補強する構成である。,正解ではない。 大規模モデルを小型モデルに圧縮する手法である。,「戻る」という語から勾配の逆伝播と混同しない。,バックトラッキング;制約充足;探索;枝刈り,さいはて：届かない経路だと分かったら、イオは一つ前の分岐へ戻る。
