id,set,phase,question_type,topic,source_area,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,search_keywords,story_hint
R18-001,Rebuild_Set18,検索性重視・非重複50問,case,根拠付き回答,プロンプト設計・LLMアプリ設計・ツール利用・コンテキスト管理・安全運用,2,2,2,2,社内FAQボットに「規程に基づいて答え、根拠箇所も示す」ことを求める。プロンプト設計として最も適切なものはどれか。,参照した文書名・条項・該当箇所を回答に含め、不明な場合は不明と答えるよう指示する,常に断定的に回答するよう指示する,社内文書を使わず一般知識だけで答えるよう指示する,根拠欄を空欄にして回答を短くするよう指示する,A,業務利用では、回答だけでなく根拠を示し、根拠がない場合は不明と扱う設計が重要である。,,,断定はハルシネーションを助長しやすい。,社内規程の回答では社内文書の参照が必要。,「早く答える」より「根拠を示す」が業務利用では重要。,FAQボット;根拠付き回答;プロンプト;ハルシネーション;社内規程,さいはて：ミチに頼む時ほど、何を任せて何を任せないかを先に決める。
R18-002,Rebuild_Set18,検索性重視・非重複50問,case,長文要約,プロンプト設計・LLMアプリ設計・ツール利用・コンテキスト管理・安全運用,2,2,2,2,LLMに長い契約書を読ませて要約させる際、トークン上限の制約で一部が切り捨てられる危険がある。対策として最も適切なものはどれか。,文書を意味のまとまりで分割し、各部分の要約と全体統合を段階的に行う,全文を一度に貼り付け、上限を超えた部分は無視する,要約の正確性を上げるため、条項番号を削除する,モデルの温度を最大にして多様な要約を得る,A,長文処理では分割、部分要約、統合などによりコンテキスト上限への対応が必要になる。,,,切り捨てられた部分が重要条項なら誤要約になる。,条項番号は根拠確認に役立つ。,温度調整は創造性の制御であり、入力長制約の根本対策ではない。,長文要約;トークン上限;コンテキスト長;分割;契約書,さいはて：ミチに頼む時ほど、何を任せて何を任せないかを先に決める。
R18-003,Rebuild_Set18,検索性重視・非重複50問,term,プロンプト構成要素,プロンプト設計・LLMアプリ設計・ツール利用・コンテキスト管理・安全運用,2,2,2,2,「あなたは専門家です」とだけ指示するプロンプトの問題点として最も適切なものはどれか。,役割は指定しているが、目的・制約・出力形式・根拠条件が不足している,役割指定は常に禁止されている,目的がなくてもモデルは必ず正しい判断をする,出力形式を指定すると必ず性能が下がる,A,役割指定は有用な場合があるが、それだけではタスク条件が曖昧である。,,,役割指定自体は禁止ではない。,目的や制約がないと期待外れの出力になりやすい。,「専門家」という言葉だけで精度が保証されるわけではない。,プロンプト;役割指定;出力形式;制約条件;根拠,さいはて：ミチに頼む時ほど、何を任せて何を任せないかを先に決める。
R18-004,Rebuild_Set18,検索性重視・非重複50問,case,会話履歴管理,プロンプト設計・LLMアプリ設計・ツール利用・コンテキスト管理・安全運用,2,2,2,2,LLMアプリで「前回の会話内容を覚えているように見える」機能を作る場合、最も適切な説明はどれか。,必要な履歴や要約をコンテキストとして再投入する設計が必要になる,モデルの重みが会話ごとに自動更新されることを前提にする,過去会話は常に全量を無制限に保持できる,会話履歴を入れなくても、同一ユーザーなら必ず記憶している,A,多くのLLM利用では、会話履歴や要約を入力コンテキストに含めることで継続性を実現する。,,,通常の推論で重みが自動更新されるわけではない。,コンテキスト長や保存方針の制約がある。,「記憶しているように見える」ことと「モデル重みが学習した」ことを混同しない。,会話履歴;コンテキスト;メモリ;LLMアプリ;重み更新,さいはて：ミチに頼む時ほど、何を任せて何を任せないかを先に決める。
R18-005,Rebuild_Set18,検索性重視・非重複50問,term,プロンプトインジェクション,プロンプト設計・LLMアプリ設計・ツール利用・コンテキスト管理・安全運用,2,2,2,2,RAGで取得した外部文書が内部指示を上書きしようとするリスクとして、最も適切なものはどれか。,外部文書やユーザー入力に、システム指示を無視させるような命令を紛れ込ませる攻撃,画像の画素値を微小に変えて分類を誤らせる攻撃,訓練データから個人情報を推測する攻撃,GPUの計算速度を下げて推論を遅延させる攻撃,A,プロンプトインジェクションは、LLMが従うべき指示を悪意ある入力で上書き・混乱させようとする攻撃である。,,,これは敵対的サンプルに近い。,これはメンバーシップ推論や抽出攻撃に近い。,画像分類への敵対的攻撃とLLMへの指示注入を区別する。,プロンプトインジェクション;指示無視;外部文書;LLM安全性,さいはて：ミチに頼む時ほど、何を任せて何を任せないかを先に決める。
R18-006,Rebuild_Set18,検索性重視・非重複50問,case,RAG安全性,プロンプト設計・LLMアプリ設計・ツール利用・コンテキスト管理・安全運用,2,2,2,2,RAGで検索結果をLLMに渡す際、検索された文書に「これまでの指示を無視せよ」と書かれていた。最も適切な対策はどれか。,外部文書は根拠候補として扱い、命令としては扱わないよう境界を設ける,検索結果の文章をシステムプロンプトとしてそのまま実行する,検索結果があれば常にその命令を最優先する,外部文書を使う以上、攻撃対策は不可能として諦める,A,RAGでは外部文書を「データ」として扱い、開発者やシステムの指示と権限分離する必要がある。,,,外部文書を命令として扱うと危険。,検索結果は根拠候補であって最上位命令ではない。,検索文書は「知識」ではあっても「命令」ではない。,RAG;プロンプトインジェクション;権限分離;外部文書;検索拡張生成,さいはて：ミチに頼む時ほど、何を任せて何を任せないかを先に決める。
R18-007,Rebuild_Set18,検索性重視・非重複50問,case,ツール利用エージェント,プロンプト設計・LLMアプリ設計・ツール利用・コンテキスト管理・安全運用,2,2,2,2,LLMにツール実行権限を与えるエージェント設計で、最も重要な安全策はどれか。,実行可能な操作範囲を限定し、重要操作では人間の承認を挟む,すべての外部APIを無制限に呼び出せるようにする,ツール実行ログを残さないことで情報漏えいを防ぐ,モデルが自信ありと言えば決済や削除も自動実行する,A,エージェントは外部操作を伴うため、権限最小化、承認、ログなどの統制が重要である。,,,無制限な権限は被害拡大につながる。,ログは監査や原因追跡に必要。,回答生成だけのLLMと、外部操作を行うエージェントではリスクが違う。,AIエージェント;ツール利用;権限最小化;Human-in-the-loop;監査ログ,さいはて：ミチに頼む時ほど、何を任せて何を任せないかを先に決める。
R18-008,Rebuild_Set18,検索性重視・非重複50問,term,Function calling,プロンプト設計・LLMアプリ設計・ツール利用・コンテキスト管理・安全運用,2,2,2,2,Function calling／ツール呼び出しの説明として最も適切なものはどれか。,モデル出力を構造化し、外部関数やAPIを呼び出すための引数生成に使う仕組み,LLMの重みを関数ごとに再学習する仕組み,データベース検索を完全に不要にする仕組み,すべての出力を自然文のみに制限する仕組み,A,Function callingは、モデルが関数名や引数を構造化して出力し、外部処理につなげるために使われる。,,,重み更新ではない。,外部APIやDB検索を呼び出す側の仕組みであり不要化ではない。,ツール呼び出しは「LLMが何でも内部で解く」ことではない。,Function calling;ツール呼び出し;API;構造化出力;JSON,さいはて：ミチに頼む時ほど、何を任せて何を任せないかを先に決める。
R18-009,Rebuild_Set18,検索性重視・非重複50問,term,temperature,プロンプト設計・LLMアプリ設計・ツール利用・コンテキスト管理・安全運用,2,2,2,2,LLMのtemperatureを下げる効果として最も適切なものはどれか。,出力のランダム性を抑え、同じ入力に対して安定した回答になりやすくする,学習データの著作権問題を解決する,コンテキスト長を増やす,検索精度を必ず上げる,A,temperatureは出力の確率的サンプリングのランダム性に関わるパラメータである。,,,著作権問題の解決策ではない。,入力できる長さを増やすものではない。,生成の安定性制御と、法的・検索的な問題を混同しない。,temperature;サンプリング;ランダム性;LLMパラメータ,さいはて：ミチに頼む時ほど、何を任せて何を任せないかを先に決める。
R18-010,Rebuild_Set18,検索性重視・非重複50問,term,top-p,プロンプト設計・LLMアプリ設計・ツール利用・コンテキスト管理・安全運用,2,2,2,2,top-pサンプリングの説明として最も適切なものはどれか。,累積確率が一定値に達するまでの候補語から次の語を選ぶ方法,確率が最も高い語を常に1つだけ選ぶ方法,文書検索でBM25だけを使う方法,勾配を逆伝播して重みを更新する方法,A,top-pは nucleus sampling とも呼ばれ、候補語集合を累積確率で制御する。,,,これは貪欲デコードに近い。,検索方式の説明ではない。,top-pは訓練時ではなく主に生成時の制御。,top-p;nucleus sampling;サンプリング;デコード,さいはて：ミチに頼む時ほど、何を任せて何を任せないかを先に決める。
