id,set,phase,question_type,topic,source_area,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,search_keywords,story_hint
R45-001,Rebuild_Set45,横断複合・重複回避十一段目,case,RAG/権限継承,G検定横断領域,運用判断,ケース判断,新しめ,高,社内検索AIを部署横断で公開したところ、異動前の権限で取得できた文書が回答に混ざった。最も優先して確認すべきものはどれか。,ユーザー属性や所属変更に応じて検索権限が更新される仕組み,LLMの出力語尾を丁寧にする設定,回答の文字数上限だけを増やす設定,文書をすべて同じ公開フォルダに置く運用,A,RAGでは文書登録時だけでなく検索実行時の権限確認が重要である。異動などにより権限が変わる場合、権限同期や検索時フィルタが必要になる。,正解。,Bは不適切。LLMの出力語尾を丁寧にする設定は、この問題で問われている条件を満たさない。,Cは不適切。回答の文字数上限だけを増やす設定は、この問題で問われている条件を満たさない。,Dは不適切。文書をすべて同じ公開フォルダに置く運用は、この問題で問われている条件を満たさない。,単語の暗記ではなく、前提条件・利用場面・運用上の責任を読み分ける。,RAG;権限継承;アクセス制御;異動;検索時フィルタ,さいはての未来では、共鳴世界が便利でも、根拠・権限・責任の線を人が引き直す。四年五組なら、センセイが「それ、どこから来たの」と聞く場面で覚える。
R45-002,Rebuild_Set45,横断複合・重複回避十一段目,case,生成AI/根拠確認,G検定横断領域,リスク判断,ケース判断,新しめ,高,生成AIで作った市場調査メモに、実在しない統計名が自然に書かれていた。業務利用前の対応として最も適切なものはどれか。,出典の実在性と数値の根拠を一次情報で確認する,文章が自然なのでそのまま顧客へ提出する,統計名が長ければ信頼できると判断する,AI出力の末尾に免責文を付ければ確認不要にする,A,生成AIは存在しない根拠や数値を自然な文章で生成することがある。出典確認と人間による検証が必要である。,正解。,Bは不適切。文章が自然なのでそのまま顧客へ提出するは、この問題で問われている条件を満たさない。,Cは不適切。統計名が長ければ信頼できると判断するは、この問題で問われている条件を満たさない。,Dは不適切。AI出力の末尾に免責文を付ければ確認不要にするは、この問題で問われている条件を満たさない。,単語の暗記ではなく、前提条件・利用場面・運用上の責任を読み分ける。,生成AI;ハルシネーション;出典確認;市場調査;一次情報,さいはての未来では、共鳴世界が便利でも、根拠・権限・責任の線を人が引き直す。四年五組なら、センセイが「それ、どこから来たの」と聞く場面で覚える。
R45-003,Rebuild_Set45,横断複合・重複回避十一段目,case,評価指標/閾値設計,G検定横断領域,評価設計,複合読解,既存,中,部品検査AIで不良品の見逃しを減らすため閾値を下げたところ、正常品の廃棄が急増した。次に検討すべきことはどれか。,見逃しコストと誤検知コストを比較し、業務要件に合わせて閾値を調整する,見逃しが減るなら正常品廃棄は評価しない,閾値を下げれば適合率も必ず上がる,混同行列は分類AIでは使えない,A,閾値は再現率や適合率だけでなく、業務コストと結びつけて決める必要がある。,正解。,Bは不適切。見逃しが減るなら正常品廃棄は評価しないは、この問題で問われている条件を満たさない。,Cは不適切。閾値を下げれば適合率も必ず上がるは、この問題で問われている条件を満たさない。,Dは不適切。混同行列は分類AIでは使えないは、この問題で問われている条件を満たさない。,単語の暗記ではなく、前提条件・利用場面・運用上の責任を読み分ける。,閾値;適合率;再現率;混同行列;部品検査,さいはての未来では、共鳴世界が便利でも、根拠・権限・責任の線を人が引き直す。四年五組なら、センセイが「それ、どこから来たの」と聞く場面で覚える。
R45-004,Rebuild_Set45,横断複合・重複回避十一段目,case,LLM/ツール権限,G検定横断領域,安全判断,ケース判断,新しめ,高,LLMエージェントに経費申請ツールを接続したら、ユーザーの冗談を申請指示として処理しかけた。設計として最も適切なものはどれか。,実行前確認、権限最小化、取り消し手段、監査ログを設ける,LLMが判断した処理はすべて即時実行する,冗談かどうかはモデルが常に完全に判断できる,ツール権限を最大化すれば誤動作は減る,A,外部操作を行うLLMエージェントでは、確認点・権限分離・ログ・停止手段が重要である。,正解。,Bは不適切。LLMが判断した処理はすべて即時実行するは、この問題で問われている条件を満たさない。,Cは不適切。冗談かどうかはモデルが常に完全に判断できるは、この問題で問われている条件を満たさない。,Dは不適切。ツール権限を最大化すれば誤動作は減るは、この問題で問われている条件を満たさない。,単語の暗記ではなく、前提条件・利用場面・運用上の責任を読み分ける。,LLMエージェント;ツール利用;権限最小化;監査ログ;経費申請,さいはての未来では、共鳴世界が便利でも、根拠・権限・責任の線を人が引き直す。四年五組なら、センセイが「それ、どこから来たの」と聞く場面で覚える。
R45-005,Rebuild_Set45,横断複合・重複回避十一段目,case,公平性/評価粒度,G検定横断領域,評価設計,ケース判断,既存,高,本人確認AIの全体精度は高いが、高齢者だけ再撮影を求められる割合が高かった。確認として最も適切なものはどれか。,年齢層などサブグループ別のエラー率と利用者負担を確認する,全体精度が高いので追加確認は不要である,高齢者データを評価から除けば公平性が高まる,再撮影回数はAI評価とは無関係である,A,公平性では全体精度だけでなく、サブグループ別の性能差や利用者負担を確認する。,正解。,Bは不適切。全体精度が高いので追加確認は不要であるは、この問題で問われている条件を満たさない。,Cは不適切。高齢者データを評価から除けば公平性が高まるは、この問題で問われている条件を満たさない。,Dは不適切。再撮影回数はAI評価とは無関係であるは、この問題で問われている条件を満たさない。,単語の暗記ではなく、前提条件・利用場面・運用上の責任を読み分ける。,公平性;サブグループ評価;本人確認AI;年齢層;利用者負担,さいはての未来では、共鳴世界が便利でも、根拠・権限・責任の線を人が引き直す。四年五組なら、センセイが「それ、どこから来たの」と聞く場面で覚える。
R45-006,Rebuild_Set45,横断複合・重複回避十一段目,case,時系列/特徴量設計,G検定横断領域,評価設計,ケース判断,既存,高,離職予測モデルに、退職手続き開始後に入力される項目を特徴量として入れた。検証精度が高くても問題になる理由はどれか。,予測時点では使えない未来情報を使っている可能性があるから,特徴量が多いほど必ず公平性が下がるから,教師あり学習では時系列を考えないから,退職に関する項目はすべて法律で禁止されるから,A,予測時点で利用できない情報を使うとデータリーケージになり、実運用性能を過大評価する。,正解。,Bは不適切。特徴量が多いほど必ず公平性が下がるからは、この問題で問われている条件を満たさない。,Cは不適切。教師あり学習では時系列を考えないからは、この問題で問われている条件を満たさない。,Dは不適切。退職に関する項目はすべて法律で禁止されるからは、この問題で問われている条件を満たさない。,単語の暗記ではなく、前提条件・利用場面・運用上の責任を読み分ける。,データリーケージ;未来情報;離職予測;特徴量;時系列,さいはての未来では、共鳴世界が便利でも、根拠・権限・責任の線を人が引き直す。四年五組なら、センセイが「それ、どこから来たの」と聞く場面で覚える。
R45-007,Rebuild_Set45,横断複合・重複回避十一段目,case,個人情報/目的外利用,G検定横断領域,法務判断,複合読解,新しめ,高,問い合わせ対応のために取得した通話録音を、説明なく営業スコアリングAIの学習に使う案が出た。まず確認すべきことはどれか。,取得時の利用目的、同意、法的根拠、社内規程との整合,音声データなら個人情報にはならないこと,AI学習なら目的外利用の確認は不要であること,録音を短く分割すれば法務確認は不要になること,A,個人データのAI利用では、取得目的や同意、目的外利用の可否を確認する必要がある。,正解。,Bは不適切。音声データなら個人情報にはならないことは、この問題で問われている条件を満たさない。,Cは不適切。AI学習なら目的外利用の確認は不要であることは、この問題で問われている条件を満たさない。,Dは不適切。録音を短く分割すれば法務確認は不要になることは、この問題で問われている条件を満たさない。,単語の暗記ではなく、前提条件・利用場面・運用上の責任を読み分ける。,個人情報;目的外利用;音声データ;AI学習;同意,さいはての未来では、共鳴世界が便利でも、根拠・権限・責任の線を人が引き直す。四年五組なら、センセイが「それ、どこから来たの」と聞く場面で覚える。
R45-008,Rebuild_Set45,横断複合・重複回避十一段目,case,モデル監視/入力欠落,G検定横断領域,運用判断,ケース判断,既存,中,本番APIで、ある日から入力項目の一部が空欄のまま送られ、予測が不安定になった。運用で必要なものはどれか。,入力データの欠損率や型の異常を監視する仕組み,出力画面のデザイン変更だけ,訓練時の損失関数を秘密にすること,APIの名前を変えること,A,本番運用ではモデル精度だけでなく、入力データの欠損・型・分布変化を監視する必要がある。,正解。,Bは不適切。出力画面のデザイン変更だけは、この問題で問われている条件を満たさない。,Cは不適切。訓練時の損失関数を秘密にすることは、この問題で問われている条件を満たさない。,Dは不適切。APIの名前を変えることは、この問題で問われている条件を満たさない。,単語の暗記ではなく、前提条件・利用場面・運用上の責任を読み分ける。,MLOps;入力監視;欠損率;API;データ品質,さいはての未来では、共鳴世界が便利でも、根拠・権限・責任の線を人が引き直す。四年五組なら、センセイが「それ、どこから来たの」と聞く場面で覚える。
R45-009,Rebuild_Set45,横断複合・重複回避十一段目,case,説明可能性/利用者説明,G検定横断領域,ガバナンス判断,ケース判断,既存,高,保険料率の算定AIで、利用者から「なぜこの結果か」と問い合わせが来た。望ましい対応はどれか。,主要な判断要因や問い合わせ・異議申立ての導線を説明できるようにする,ブラックボックスなので一切説明できないとだけ回答する,精度が高ければ個別説明は不要である,利用者にモデル重みを全て読ませれば十分である,A,高い影響を持つ判断では、利用者に理解可能な説明や異議申立ての導線が重要である。,正解。,Bは不適切。ブラックボックスなので一切説明できないとだけ回答するは、この問題で問われている条件を満たさない。,Cは不適切。精度が高ければ個別説明は不要であるは、この問題で問われている条件を満たさない。,Dは不適切。利用者にモデル重みを全て読ませれば十分であるは、この問題で問われている条件を満たさない。,単語の暗記ではなく、前提条件・利用場面・運用上の責任を読み分ける。,説明可能性;保険AI;異議申立て;説明責任;高リスクAI,さいはての未来では、共鳴世界が便利でも、根拠・権限・責任の線を人が引き直す。四年五組なら、センセイが「それ、どこから来たの」と聞く場面で覚える。
R45-010,Rebuild_Set45,横断複合・重複回避十一段目,case,画像AI/撮影条件,G検定横断領域,評価設計,ケース判断,既存,中,農作物の病害検知AIが、晴天時の写真では高精度だが曇天時に低下した。追加すべき評価はどれか。,照明や天候など実運用に近い条件別の評価,晴天データだけで全条件を代表させること,曇天画像を評価から除外すること,画像AIでは撮影条件を考慮しないこと,A,画像AIは撮影条件や環境の影響を受けるため、運用条件別に評価する必要がある。,正解。,Bは不適切。晴天データだけで全条件を代表させることは、この問題で問われている条件を満たさない。,Cは不適切。曇天画像を評価から除外することは、この問題で問われている条件を満たさない。,Dは不適切。画像AIでは撮影条件を考慮しないことは、この問題で問われている条件を満たさない。,単語の暗記ではなく、前提条件・利用場面・運用上の責任を読み分ける。,画像認識;撮影条件;病害検知;条件別評価;データ分布,さいはての未来では、共鳴世界が便利でも、根拠・権限・責任の線を人が引き直す。四年五組なら、センセイが「それ、どこから来たの」と聞く場面で覚える。
