id,set,phase,question_type,topic,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,story_hint,search_keywords
G3000-R13-001,Rebuild_Set13,rebuild_50,case,AI導入目的設定,application,case,stable,business_trap,ある企業が「AIを入れれば業務効率が上がるはず」とだけ決め、対象業務や成功基準を定めずにPoCを始めようとしている。G検定の観点で最初に行うべき対応として最も適切なものはどれか。,解決したい業務課題、対象プロセス、KPI、AIで扱う入力・出力を明確にする,最新の大規模モデルを先に選び、あとから用途を探す,精度が100%になるまで本番導入を延期する,現場データを確認せず、経営層の期待値だけで評価する,A,AI導入では、技術選定より前に、業務課題・利用場面・評価指標を定めることが重要である。,正しい。AIありきではなく課題・KPI・入出力を先に定める。,技術ありきになり、課題との不一致が起きやすい。,100%精度は現実的でなく、リスクと効果のバランスで判断する。,データと現場運用を見ない評価は失敗しやすい。,AI導入問題では「最新モデルを使う」が正解とは限らない。目的と評価設計が先。,さいはてでは、ミチを導入する前にユイが「何を助けてほしいのか」を名づける必要がある。,AI導入;PoC;KPI;業務課題;要件定義
G3000-R13-002,Rebuild_Set13,rebuild_50,term,PoC設計,understanding,term,stable,definition_mix,AIプロジェクトにおけるPoCの説明として最も適切なものはどれか。,本番環境の全機能を最初から完全実装する工程,限定された条件で技術的・業務的な実現可能性を検証する取り組み,法的責任をすべて外部ベンダーへ移転する契約手続き,学習済みモデルを必ず公開データだけで再学習する工程,B,PoCはProof of Conceptの略で、限定範囲で実現可能性や効果を検証する段階である。,本番実装そのものではない。,正しい。小さく検証し、本番化の判断材料を得る。,責任移転の手続きではない。,公開データ限定という意味ではない。,PoCは「試しに作る」だけでなく、検証条件と判断基準が必要。,四年五組で温泉を見つけた時、いきなり町全体を直すのではなく、まず歩けるか確かめる。,PoC;Proof of Concept;実現可能性;本番導入;AIプロジェクト
G3000-R13-003,Rebuild_Set13,rebuild_50,case,PoCから本番移行,application,case,stable,transition_trap,PoCでは高い精度が出たが、本番導入後に現場で使われない可能性が高い。最も見落とされている可能性が高い観点はどれか。,GPUの価格が下がるかどうか,モデル名が有名かどうか,業務フロー、利用者の判断、例外対応、責任分担への組み込み,学習データのファイル名を英語にすること,C,本番導入ではモデル精度だけでなく、業務フロー・人間の判断・例外時対応・責任分担が重要である。,コスト要因にはなりうるが、使われない主因とは限らない。,有名モデルかどうかより現場適合が重要。,正しい。運用設計がないAIは現場で使われにくい。,ファイル名の言語は本質ではない。,「PoCで精度が出た＝成功」ではない。本番運用に入る設計が問われる。,さいはての観測も、見えただけでは届かない。届ける経路が必要。,PoC;本番移行;業務フロー;運用設計;責任分担
G3000-R13-004,Rebuild_Set13,rebuild_50,case,KPI設計,application,case,stable,metric_trap,問い合わせ対応AIの導入効果を評価するKPIとして、最も適切な組み合わせはどれか。,モデルのパラメータ数と開発者の人数のみ,AIベンダーの知名度とUIの色のみ,学習データの容量と論文引用数のみ,平均対応時間、一次解決率、誤回答率、有人エスカレーション率など,D,業務AIのKPIは、業務成果・品質・リスクを測れる指標で設定する必要がある。,規模や体制だけでは業務成果を測れない。,知名度や見た目だけでは効果を評価できない。,容量や引用数は直接の業務KPIではない。,正しい。効率、品質、リスク、人間への引き継ぎを合わせて見る。,KPIは「AIっぽさ」ではなく、業務上の成功を測る。,ユイがミチを使うなら、速くなったかだけでなく、誤った文が残らないかも見る。,KPI;問い合わせ対応AI;一次解決率;誤回答率;エスカレーション
G3000-R13-005,Rebuild_Set13,rebuild_50,compare,精度指標と業務指標,understanding,compare,stable,metric_confusion,AIモデルの評価指標と業務KPIの関係として最も適切なものはどれか。,モデル精度が高くても、業務KPIが改善するとは限らない,モデル精度が少しでも高ければ、必ず売上が上がる,業務KPIはAI導入後には不要になる,モデル評価では業務への影響を一切考えてはいけない,A,モデル指標は重要だが、実際の業務改善には運用・人間の利用・コスト・リスクも関わる。,正しい。精度と業務成果は連動する場合もあるが同一ではない。,売上は多くの要因に左右される。,AI導入後こそ業務KPIで効果を追う。,業務適用ではモデル評価と業務影響の両方を見る。,G検定では「精度が高い＝全部成功」という短絡を避ける。,四年五組で地図が正しくても、実際に歩けなければ目的地には着けない。,モデル評価;業務KPI;精度;AI導入効果;運用
G3000-R13-006,Rebuild_Set13,rebuild_50,case,人間参加型AI,application,case,stable,automation_bias,医療画像診断支援AIを導入する際、Human-in-the-loopの設計として最も適切なものはどれか。,AIの判定を常に自動で最終診断として登録する,AIの出力を医師が確認し、疑わしい場合は追加検査や再読影を行えるようにする,AIの誤判定は患者が自己責任で確認する,AIの出力理由は現場に見せず、速度だけを優先する,B,高リスク領域では、人間がAI出力を確認し、最終判断や例外対応を担う設計が重要である。,最終診断の自動化はリスクが高い。,正しい。AIは支援であり、人間の確認と介入を組み込む。,責任を患者へ丸投げするのは不適切。,説明や確認を消すと安全性が下がる。,Human-in-the-loopは「人間がいる」だけでなく、介入できる設計が必要。,さいはてでラグがイオを止めるのは、判断経路に人間的な確認点を置くため。,Human-in-the-loop;医療AI;診断支援;自動化バイアス;安全性
G3000-R13-007,Rebuild_Set13,rebuild_50,case,自動化バイアス,understanding,term,stable,definition_mix,AI審査支援ツールの結果を担当者がほとんど確認せず承認してしまい、明らかな例外案件も見落とされた。この状況で最も問題になっている考え方はどれか。,データ拡張による過学習抑制,GPUによる並列計算,AI出力への過信により人間の確認が弱くなる自動化バイアス,学習率を小さくしすぎる勾配消失,C,AI出力を過信して人間の確認が形骸化することは自動化バイアスの典型である。,データ拡張の話ではない。,計算高速化の話ではない。,正しい。例外案件の見落としはAI過信が関係する。,勾配消失ではない。,AI支援は人間確認を不要にするものではない。,ユイがミチの文章をそのまま信じるほど、知らない誰かの文を見落とす。,自動化バイアス;AI審査;例外案件;人間確認;AI過信
G3000-R13-008,Rebuild_Set13,rebuild_50,case,例外対応設計,application,case,stable,edge_case,AIチャットボットが回答不能な問い合わせに遭遇した場合の運用設計として最も適切なものはどれか。,回答不能でも必ずそれらしい回答を生成させる,低信頼度の回答をユーザーに隠して自動送信する,運用担当者が見られないログ形式で保存する,信頼度やルールに応じて有人対応へ切り替え、ログを残して改善に使う,D,回答不能・低信頼度時は、有人エスカレーションやログ活用を設計することが安全である。,ハルシネーションを誘発しやすい。,低信頼度を隠すのは危険。,ログは監査や改善に使える形式が望ましい。,正しい。例外時の逃げ道を作る。,例外対応がないAIは、正しそうな嘘を出し続ける危険がある。,四年五組で道が途切れたら、無理に進まずセンセイに戻る。,チャットボット;有人対応;エスカレーション;ログ;低信頼度
G3000-R13-009,Rebuild_Set13,rebuild_50,case,AI受入基準,application,case,stable,acceptance_criteria,AIシステムの受入基準として最も適切なものはどれか。,精度、応答時間、誤判定時の対応、監視項目、業務KPIなどを事前に定める,担当者がなんとなく良いと感じたら受け入れる,ベンダーが有名なら性能検証を省略する,モデルが深層学習なら無条件で受け入れる,A,受入基準は、性能・運用・リスク・業務効果を事前に定義する必要がある。,正しい。多面的な基準を定める。,主観だけでは検収できない。,知名度は品質保証にならない。,手法名だけでは適合性を判断できない。,受入基準は「後から考える」ものではない。,さいはての世界でも、共鳴の強さだけで安全とは判断できない。,受入基準;検収;AIシステム;性能要件;業務KPI
G3000-R13-010,Rebuild_Set13,rebuild_50,compare,要件定義,understanding,compare,stable,requirement_mix,AIシステムの要件定義で、従来型システムと比べて特に注意すべき点として最も適切なものはどれか。,画面の色だけを先に決める必要がある,データ品質、学習後の性能ばらつき、継続監視、再学習の条件を考慮する必要がある,プログラムを書けば必ず同じ性能になるため、検証は不要である,AIでは利用者の業務フローを考えなくてよい,B,AIはデータ依存性が高く、性能劣化や再学習条件、継続監視などを要件に含める必要がある。,UIも大切だが本質ではない。,AIモデルはデータや分布変化の影響を受ける。,正しい。AI特有の不確実性を要件に含める。,業務フローとの接続は重要。,AI要件は機能一覧だけでは足りない。データと運用が入る。,ミチの出力も、毎回同じとは限らない。だから観測条件が必要。,要件定義;データ品質;再学習;性能劣化;AIシステム
