id,set,phase,question_type,topic,source_area,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,search_keywords,story_hint
R43-001,Rebuild_Set43,横断複合・重複回避十六段目,複合ケース,ログ設計と再現性,G検定横断領域,運用判断,ケース判断,既存,高,保険会社の審査AIで、先月の判定だけ再現できず、当時の特徴量生成コードも参照文書の版も残っていない。再発防止として最も適切なものはどれか。,モデル版、特徴量生成手順、参照データ版、入力出力ログをひも付けて保存する,判定結果だけをCSVに残し、入力データは削除する,再現できない場合は、現在のモデルで再判定して過去結果とみなす,精度が高いモデルであれば、版管理やログ管理は不要である,A,AIの判断を後から検証するには、モデル、データ、特徴量生成、実行時の入出力が追跡できる必要がある。,正解。,Bは不適切。判定結果だけをCSVに残し、入力データは削除するは、この設問で問う条件を満たさない。,Cは不適切。再現できない場合は、現在のモデルで再判定して過去結果とみなすは、この設問で問う条件を満たさない。,Dは不適切。精度が高いモデルであれば、版管理やログ管理は不要であるは、この設問で問う条件を満たさない。,結果だけ保存すれば監査できる、という発想がひっかけ。,監査ログ;再現性;モデル版管理;特徴量パイプライン;AIガバナンス,さいはての未来では、便利な共鳴世界ほど「根拠・権限・観測記録」を残さないと、優しさが危うさに変わる。試験では正確な運用語に戻して覚える。
R43-002,Rebuild_Set43,横断複合・重複回避十六段目,複合ケース,RAGの検索失敗,G検定横断領域,切り分け,複合読解,高,高,契約書RAGで、文書自体は登録済みなのに、特定の解除条項だけ回答に出てこない。最初の切り分けとして最も妥当なのはどれか。,該当条項がインデックス化され、検索クエリで上位取得できているか確認する,LLMの語尾を丁寧にするプロンプトだけを追加する,契約書をすべて1つの巨大チャンクにまとめて再投入する,回答が出ない条項は存在しないものとして扱う,A,RAGの失敗は生成だけでなく、文書登録、チャンク化、インデックス、検索順位のどこかで起きる。まず検索できているかを見る。,正解。,Bは不適切。LLMの語尾を丁寧にするプロンプトだけを追加するは、この設問で問う条件を満たさない。,Cは不適切。契約書をすべて1つの巨大チャンクにまとめて再投入するは、この設問で問う条件を満たさない。,Dは不適切。回答が出ない条項は存在しないものとして扱うは、この設問で問う条件を満たさない。,RAGの誤答をすぐLLM能力不足と決めるのがひっかけ。,RAG;検索失敗;インデックス;チャンク;契約書,さいはての未来では、便利な共鳴世界ほど「根拠・権限・観測記録」を残さないと、優しさが危うさに変わる。試験では正確な運用語に戻して覚える。
R43-003,Rebuild_Set43,横断複合・重複回避十六段目,複合ケース,評価指標の選択,G検定横断領域,評価設計,ケース判断,既存,中,工場の傷検知で、正常品を誤って不良にするより、不良品を見逃すことが重大事故につながる。特に重視すべき評価観点はどれか。,不良品クラスの再現率を高め、見逃し数を確認する,正常品の適合率だけを見て、見逃しは評価しない,全体正解率が高ければ重大不良の見逃しは無視できる,モデルのファイルサイズだけで安全性を判断する,A,重大事故につながるクラスでは、見逃しを減らすためにそのクラスの再現率や混同行列を確認する必要がある。,正解。,Bは不適切。正常品の適合率だけを見て、見逃しは評価しないは、この設問で問う条件を満たさない。,Cは不適切。全体正解率が高ければ重大不良の見逃しは無視できるは、この設問で問う条件を満たさない。,Dは不適切。モデルのファイルサイズだけで安全性を判断するは、この設問で問う条件を満たさない。,全体正解率でリスクの高い誤りを隠す選択肢がひっかけ。,再現率;混同行列;異常検知;品質検査;評価指標,さいはての未来では、便利な共鳴世界ほど「根拠・権限・観測記録」を残さないと、優しさが危うさに変わる。試験では正確な運用語に戻して覚える。
R43-004,Rebuild_Set43,横断複合・重複回避十六段目,複合ケース,データ取得の同意,G検定横断領域,法務判断,ケース判断,高,高,スマートアプリで取得した位置情報を、当初説明していなかった広告最適化AIの学習にも使いたい。最も適切な対応はどれか。,利用目的を確認し、必要に応じて同意取得や目的変更の手続きを行う,一度取得したデータは、AIならどの目的にも自由に使える,位置情報から氏名を消せば、目的外利用の確認は不要になる,広告効果が高ければ、利用者への説明は不要である,A,個人データは取得目的や同意範囲に従って扱う必要がある。AI利用でも目的外利用や説明の問題は残る。,正解。,Bは不適切。一度取得したデータは、AIならどの目的にも自由に使えるは、この設問で問う条件を満たさない。,Cは不適切。位置情報から氏名を消せば、目的外利用の確認は不要になるは、この設問で問う条件を満たさない。,Dは不適切。広告効果が高ければ、利用者への説明は不要であるは、この設問で問う条件を満たさない。,AI学習なら別目的利用も許される、という誤解がひっかけ。,個人情報;利用目的;同意;位置情報;AI学習,さいはての未来では、便利な共鳴世界ほど「根拠・権限・観測記録」を残さないと、優しさが危うさに変わる。試験では正確な運用語に戻して覚える。
R43-005,Rebuild_Set43,横断複合・重複回避十六段目,複合ケース,生成AIの校閲,G検定横断領域,運用判断,ケース判断,高,中,生成AIで顧客向け提案書を作ったところ、実在しない導入実績が自然な文章で含まれていた。運用として最も適切なのはどれか。,実績や数値など事実部分を人が根拠資料で確認してから利用する,文章が自然であれば事実確認を省略する,生成AIが出した固有名詞は常に実在するとみなす,ハルシネーションは画像生成だけの問題なので無視する,A,生成AIはもっともらしい誤情報を出すことがある。固有名詞、数値、実績は根拠確認が必要である。,正解。,Bは不適切。文章が自然であれば事実確認を省略するは、この設問で問う条件を満たさない。,Cは不適切。生成AIが出した固有名詞は常に実在するとみなすは、この設問で問う条件を満たさない。,Dは不適切。ハルシネーションは画像生成だけの問題なので無視するは、この設問で問う条件を満たさない。,自然さと真実性を混同させる選択肢がひっかけ。,生成AI;ハルシネーション;事実確認;提案書;校閲,さいはての未来では、便利な共鳴世界ほど「根拠・権限・観測記録」を残さないと、優しさが危うさに変わる。試験では正確な運用語に戻して覚える。
R43-006,Rebuild_Set43,横断複合・重複回避十六段目,複合ケース,教師データの偏り,G検定横断領域,評価設計,ケース判断,既存,高,過去の採用実績だけを教師データにした採用支援モデルで、過去に少なかった職種転換者が低評価になりやすい。問題の見方として最も適切なのはどれか。,過去データに含まれる選抜バイアスを学習している可能性がある,教師あり学習ではバイアスは発生しない,データが実績であれば社会的に常に公平である,職種転換者のデータを評価から除けば公平性は必ず改善する,A,過去の意思決定データには社会的・組織的な偏りが含まれることがあり、モデルはそれを再現する可能性がある。,正解。,Bは不適切。教師あり学習ではバイアスは発生しないは、この設問で問う条件を満たさない。,Cは不適切。データが実績であれば社会的に常に公平であるは、この設問で問う条件を満たさない。,Dは不適切。職種転換者のデータを評価から除けば公平性は必ず改善するは、この設問で問う条件を満たさない。,過去実績＝正しいラベル、と無条件に扱うのがひっかけ。,採用AI;選抜バイアス;教師データ;公平性;バイアス,さいはての未来では、便利な共鳴世界ほど「根拠・権限・観測記録」を残さないと、優しさが危うさに変わる。試験では正確な運用語に戻して覚える。
R43-007,Rebuild_Set43,横断複合・重複回避十六段目,複合ケース,しきい値とアラート疲れ,G検定横断領域,運用判断,ケース判断,既存,中,セキュリティ監視AIのアラートが多すぎて、担当者が重要アラートを見落とし始めた。改善として最も適切なのはどれか。,重大度別のしきい値、優先度付け、確認フローを業務負荷に合わせて調整する,アラート数が多いほど安全なので、全通知を同じ重みで出し続ける,担当者が見落とすなら、ログ取得自体をやめる,AIのアラートは必ず正しいため、人間側の運用は考えない,A,検知システムでは、検知性能だけでなく、アラート疲れや対応可能量を考慮した運用設計が必要である。,正解。,Bは不適切。アラート数が多いほど安全なので、全通知を同じ重みで出し続けるは、この設問で問う条件を満たさない。,Cは不適切。担当者が見落とすなら、ログ取得自体をやめるは、この設問で問う条件を満たさない。,Dは不適切。AIのアラートは必ず正しいため、人間側の運用は考えないは、この設問で問う条件を満たさない。,通知が多いほど安全という単純化がひっかけ。,アラート疲れ;閾値;セキュリティAI;運用設計;優先度,さいはての未来では、便利な共鳴世界ほど「根拠・権限・観測記録」を残さないと、優しさが危うさに変わる。試験では正確な運用語に戻して覚える。
R43-008,Rebuild_Set43,横断複合・重複回避十六段目,複合ケース,モデル軽量化の検証,G検定横断領域,評価設計,ケース判断,既存,中,音声認識モデルを端末内で動かすため蒸留したら、騒音環境だけ認識率が大きく落ちた。次の対応として最も適切なのはどれか。,軽量化後も利用環境別に評価し、必要なら騒音データで再調整する,蒸留したモデルは必ず元モデルと同じ性能になる,平均精度が十分なら騒音環境の評価は不要である,端末内推論では音声品質の影響を受けない,A,蒸留や量子化などの軽量化では、特定条件で性能が落ちることがある。実利用条件別の評価が必要である。,正解。,Bは不適切。蒸留したモデルは必ず元モデルと同じ性能になるは、この設問で問う条件を満たさない。,Cは不適切。平均精度が十分なら騒音環境の評価は不要であるは、この設問で問う条件を満たさない。,Dは不適切。端末内推論では音声品質の影響を受けないは、この設問で問う条件を満たさない。,軽量化を単なる高速化と見て品質劣化を見ないのがひっかけ。,知識蒸留;モデル軽量化;音声認識;騒音環境;エッジAI,さいはての未来では、便利な共鳴世界ほど「根拠・権限・観測記録」を残さないと、優しさが危うさに変わる。試験では正確な運用語に戻して覚える。
R43-009,Rebuild_Set43,横断複合・重複回避十六段目,複合ケース,説明可能性の限界,G検定横断領域,読解判断,誤り選択,既存,高,画像診断AIでヒートマップを表示した。説明可能性に関する理解として誤っているものはどれか。,ヒートマップは判断の手掛かりを示すが、診断の正しさを自動的に保証するものではない,医師が確認する際の補助情報として使える場合がある,注目領域が医学的に妥当かを確認する必要がある,ヒートマップが出ていれば、誤診リスクやデータ偏りの確認は不要である,A,XAIは判断の理解を助けるが、モデルの正しさや公平性を自動的に保証するものではない。,正解。,Bは不適切。医師が確認する際の補助情報として使える場合があるは、この設問で問う条件を満たさない。,Cは不適切。注目領域が医学的に妥当かを確認する必要があるは、この設問で問う条件を満たさない。,Dは不適切。ヒートマップが出ていれば、誤診リスクやデータ偏りの確認は不要であるは、この設問で問う条件を満たさない。,説明がある＝正しい、がひっかけ。,XAI;ヒートマップ;画像診断;説明可能性;医療AI,さいはての未来では、便利な共鳴世界ほど「根拠・権限・観測記録」を残さないと、優しさが危うさに変わる。試験では正確な運用語に戻して覚える。
R43-010,Rebuild_Set43,横断複合・重複回避十六段目,複合ケース,合成音声と表示,G検定横断領域,倫理判断,ケース判断,高,高,カスタマーサポートでAI合成音声を使う。利用者保護の観点で最も適切な対応はどれか。,AI音声であることを必要に応じて明示し、人間へ切り替える導線を用意する,人間の担当者だと誤認させる方が満足度が高いので明示しない,合成音声なら個人情報を聞き出しても記録管理は不要である,音声AIではアクセシビリティや説明は考慮しなくてよい,A,AIとの対話では、利用者の誤認を避ける透明性や、人間対応への切替が重要になる。,正解。,Bは不適切。人間の担当者だと誤認させる方が満足度が高いので明示しないは、この設問で問う条件を満たさない。,Cは不適切。合成音声なら個人情報を聞き出しても記録管理は不要であるは、この設問で問う条件を満たさない。,Dは不適切。音声AIではアクセシビリティや説明は考慮しなくてよいは、この設問で問う条件を満たさない。,人間らしさを高めれば説明不要、という選択肢がひっかけ。,合成音声;透明性;人間への切替;カスタマーサポート;AI倫理,さいはての未来では、便利な共鳴世界ほど「根拠・権限・観測記録」を残さないと、優しさが危うさに変わる。試験では正確な運用語に戻して覚える。
