id,set,phase,question_type,topic,source_area,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,search_keywords,story_hint
R01-001,Rebuild_Set01,基礎網羅・本番読解化,term,人工知能の定義,AI基礎・AI史・探索推論・知識表現・機械学習導入,1,0,0,1,1956年のダートマス会議で「Artificial Intelligence」という語を提案した人物として最も適切なものはどれか。,ジョン・マッカーシー,アラン・チューリング,マービン・ミンスキー,ジェフリー・ヒントン,A,人工知能という用語は、1956年のダートマス会議でジョン・マッカーシーが用いたことで知られる。,,チューリングテストを提案した人物。,AI初期の重要研究者だが、用語提案者として問われるのはマッカーシー。,深層学習の発展で重要な研究者。,人名問題は「AIという語」なのか「チューリングテスト」なのかで入れ替えられる。,ダートマス会議;ジョン・マッカーシー;Artificial Intelligence,さいはて：名づけた者と、観測した者を分ける。
R01-002,Rebuild_Set01,基礎網羅・本番読解化,case,AI効果,AI基礎・AI史・探索推論・知識表現・機械学習導入,1,1,0,2,音声認識が実用化されたあと、ある人が「仕組みがわかったなら、もう知能とは呼べない」と主張した。この心理的傾向を表す語として最も適切なものはどれか。,AI効果,フレーム問題,身体性,シンボルグラウンディング問題,A,AI効果は、AIが実現したことでも原理がわかると「それは知能ではない」と見なされがちな現象を指す。,,関係ある情報だけを選ぶ難しさ。,身体を通じた認知の重要性。,記号と実世界の対象の結びつき問題。,「仕組みがわかったら知能ではない」が合図。,AI効果;人工知能;心理的効果,
R01-003,Rebuild_Set01,基礎網羅・本番読解化,term,第1次AIブーム,AI基礎・AI史・探索推論・知識表現・機械学習導入,1,0,0,1,第1次AIブームの中心的な技術領域として最も適切なものはどれか。,探索・推論,エキスパートシステム,ディープラーニング,生成AI,A,第1次AIブームは1950年代後半から1960年代の探索・推論の時代とされる。,,第2次AIブームの中心。,第3次AIブームの中心。,近年の応用領域。,AIブームの年代とキーワードを混ぜる問題。,第1次AIブーム;探索;推論;トイプロブレム,
R01-004,Rebuild_Set01,基礎網羅・本番読解化,term,トイ・プロブレム,AI基礎・AI史・探索推論・知識表現・機械学習導入,1,1,0,1,第1次AIブームで成功した迷路や定理証明が、現実の複雑な課題に対応できないことを示す文脈で使われる語はどれか。,トイ・プロブレム,過学習,コールドスタート問題,勾配爆発問題,A,トイ・プロブレムは、コンピュータで扱いやすいように簡略化された問題を指す。,,学習データへの過剰適合。,推薦で初期データが少ない問題。,深層ネットワークで勾配が大きくなりすぎる問題。,「簡単な問題は解けたが現実は複雑」が合図。,トイ・プロブレム;第1次AIブーム,
R01-005,Rebuild_Set01,基礎網羅・本番読解化,case,フレーム問題,AI基礎・AI史・探索推論・知識表現・機械学習導入,2,2,0,2,ロボットが部屋から箱を運び出そうとしたが、箱の上に爆弾がある可能性、床の摩擦、壁紙の色、天井照明の寿命など、行動に関係するかもしれない事柄を無限に考えて動けなくなった。この問題に最も近いものはどれか。,フレーム問題,中国語の部屋,データリーケージ,ノーフリーランチ定理,A,フレーム問題は、現在の行動に関係する事柄だけを適切に選び出すことが難しいという問題である。,,記号操作だけで理解があるかを問う思考実験。,本来使えない情報が評価や学習に混入すること。,万能な最適化手法はないという考え。,「関係ある情報だけ選べない」「考えすぎて止まる」が合図。,フレーム問題;マッカーシー;ヘイズ,四年五組：全部気にしていたら校庭に出られない。
R01-006,Rebuild_Set01,基礎網羅・本番読解化,term,チューリングテスト,AI基礎・AI史・探索推論・知識表現・機械学習導入,1,0,0,1,チューリングテストの説明として最も適切なものはどれか。,会話相手が機械か人間かを判別できなければ知能があるとみなす考え方,記号が実世界の対象と結びつく仕組みを説明する実験,AIが将来人間の知能を超える時点を予測する理論,知識ベースの保守コストを評価する手法,A,チューリングテストは、人間が対話を通じて相手を機械と見抜けない場合に知能があるとみなす判定方法である。,,シンボルグラウンディング問題。,シンギュラリティに関する話。,知識獲得のボトルネックやエキスパートシステムの課題。,「本当に理解しているか」ではなく「判別できるか」に注目。,チューリングテスト;アラン・チューリング;ELIZA,
R01-007,Rebuild_Set01,基礎網羅・本番読解化,case,中国語の部屋,AI基礎・AI史・探索推論・知識表現・機械学習導入,2,2,0,2,英語しか知らない人が、中国語の対応表だけを使って外部からの中国語質問に正しく返答した。外部の人は理解しているように見えるが、中の人は中国語の意味を理解していない。この議論に最も近いものはどれか。,中国語の部屋,ローブナーコンテスト,k-means法,STRIPS,A,中国語の部屋は、記号操作により適切な応答ができても意味を理解しているとは限らないというサールの思考実験である。,,チューリングテスト型の会話コンテスト。,教師なし学習のクラスタリング手法。,行動計画を前提条件・行動・結果で記述する方式。,チューリングテストと対にして問われやすい。,中国語の部屋;ジョン・サール;強いAI;弱いAI,
R01-008,Rebuild_Set01,基礎網羅・本番読解化,term,シンボルグラウンディング問題,AI基礎・AI史・探索推論・知識表現・機械学習導入,1,1,0,2,コンピュータが「シマウマ」という文字列を扱えても、それが縞模様の馬のような動物を意味することと結びつけられない問題はどれか。,シンボルグラウンディング問題,フレーム問題,過学習,AIC,A,シンボルグラウンディング問題は、記号とその記号が指す対象がどのように結びつくかという問題である。,,関係する情報の選択問題。,訓練データへの過剰適合。,情報量基準の一つ。,「文字列は扱えるが意味・対象と結びつかない」が合図。,シンボルグラウンディング問題;記号接地問題;シマウマ,
R01-009,Rebuild_Set01,基礎網羅・本番読解化,term,身体性,AI基礎・AI史・探索推論・知識表現・機械学習導入,1,1,0,1,人間は身体を通じて環境を感知し、それが認知や知能に深く関係するという考え方はどれか。,身体性,次元の呪い,敵対的生成,Bag-of-Words,A,身体性は、知能や認知を身体・環境との相互作用から捉える考え方である。,,次元数が増えると組み合わせやデータ必要量が急増する問題。,GANなどの生成モデルの文脈。,文書を単語集合で表す方法。,「身体があるから認知できる」が合図。,身体性;認知;AIの問題,
R01-010,Rebuild_Set01,基礎網羅・本番読解化,term,知識獲得のボトルネック,AI基礎・AI史・探索推論・知識表現・機械学習導入,1,1,0,2,エキスパートシステムで、専門家の暗黙知を聞き出し、矛盾なく知識ベースに入れ続けることが困難だった。この限界を表す語として最も適切なものはどれか。,知識獲得のボトルネック,勾配消失問題,データ拡張,マルコフ性,A,知識獲得のボトルネックは、人間の知識や常識をコンピュータが利用可能な形で集めることの難しさを指す。,,深いニューラルネットワークの学習問題。,画像などの学習データを増やす工夫。,次状態が現在状態のみに依存する性質。,第2次AIブームの限界として出やすい。,知識獲得のボトルネック;エキスパートシステム;知識ベース,
R01-011,Rebuild_Set01,基礎網羅・本番読解化,case,探索木,AI基礎・AI史・探索推論・知識表現・機械学習導入,2,1,0,1,迷路を分岐点と行き止まりの構造に置き換え、出発点からゴールまでの候補を木構造として探索した。この木構造の呼び名として最も適切なものはどれか。,探索木,混同行列,デンドログラム,特徴マップ,A,迷路などの探索問題では、状態の分岐を木構造として表した探索木を用いる。,,分類結果をTP/FP/FN/TNで表す表。,階層クラスタリングの結果を表す樹形図。,CNNの畳み込みで得られる特徴の出力。,木構造でも、分野によって探索木・デンドログラムを区別。,探索木;迷路;幅優先探索;深さ優先探索,
