id,set,phase,question_type,topic,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,story_hint,search_keywords
G3000-R42-001,Rebuild_Set42,rebuild,case,RAG/権限管理,運用判断,複合ケース,高,高,社内RAGで、人事文書を検索対象に追加した直後、一部社員が本来見られない評価コメントを回答で受け取った。最初に見直すべき設計として最も適切なものはどれか。,検索時に利用者権限で文書・チャンクをフィルタリングする仕組み,LLMのパラメータ数を増やして回答品質を上げること,プロンプトに『機密を出さないで』とだけ追記すること,検索結果をすべて長いコンテキストに入れて判断させること,A,RAGでは生成モデル以前に検索段階のアクセス制御が重要である。利用者ごとの権限で検索結果を絞らなければ、LLMは見えてしまった文書を回答に使う。,正解。,Bは不適切。LLMのパラメータ数を増やして回答品質を上げることは、この設問で問う条件を満たさない。,Cは不適切。プロンプトに『機密を出さないで』とだけ追記することは、この設問で問う条件を満たさない。,Dは不適切。検索結果をすべて長いコンテキストに入れて判断させることは、この設問で問う条件を満たさない。,RAGの安全性をLLMの善意に任せる選択肢がひっかけ。,さいはての未来では、便利な共鳴世界ほど観測・検証・責任の線引きが必要になる、と戻して覚える。,RAG;アクセス制御;権限管理;チャンク;情報漏えい
G3000-R42-002,Rebuild_Set42,rebuild,case,評価設計/ドリフト,運用判断,複合ケース,中,高,需要予測モデルを本番投入した後、精度は大きく落ちていないが、特定地域だけ在庫過多が続いている。次の対応として最も適切なものはどれか。,全地域をまとめた平均精度だけを見て運用を続けること,地域別の誤差・分布変化・業務ルールの変化を確認すること,モデルを説明できないのでただちにAI利用を全面停止すること,テストデータを訓練データに追加して評価値を改善すること,A,全体平均が良くても、セグメント別に性能劣化や分布変化が起きることがある。運用では地域別などの粒度で監視する。,正解。,Bは不適切。地域別の誤差・分布変化・業務ルールの変化を確認することは、この設問で問う条件を満たさない。,Cは不適切。モデルを説明できないのでただちにAI利用を全面停止することは、この設問で問う条件を満たさない。,Dは不適切。テストデータを訓練データに追加して評価値を改善することは、この設問で問う条件を満たさない。,平均精度が良いから安全、という判断がひっかけ。,さいはての未来では、便利な共鳴世界ほど観測・検証・責任の線引きが必要になる、と戻して覚える。,需要予測;モデルドリフト;セグメント評価;在庫最適化;MLOps
G3000-R42-003,Rebuild_Set42,rebuild,case,個人情報/匿名加工,法務判断,複合ケース,中,高,購買履歴データから氏名を削除したが、会員ID・購買日時・店舗・希少商品の組み合わせで個人が推測できる可能性がある。この状況の理解として最も適切なものはどれか。,氏名を消していれば、常に個人情報ではなくなる,会員IDだけが残っていなければ、再識別リスクは存在しない,直接識別子を削除しても、組み合わせにより再識別される可能性がある,AIで処理する場合は個人情報保護の検討は不要になる,A,個人情報は氏名だけで決まらない。ほかの情報と容易に照合できる場合や、組み合わせで個人が推測される場合は慎重な扱いが必要である。,正解。,Bは不適切。会員IDだけが残っていなければ、再識別リスクは存在しないは、この設問で問う条件を満たさない。,Cは不適切。直接識別子を削除しても、組み合わせにより再識別される可能性があるは、この設問で問う条件を満たさない。,Dは不適切。AIで処理する場合は個人情報保護の検討は不要になるは、この設問で問う条件を満たさない。,『氏名を消した＝安全』が典型的なひっかけ。,さいはての未来では、便利な共鳴世界ほど観測・検証・責任の線引きが必要になる、と戻して覚える。,個人情報;匿名加工情報;仮名加工情報;再識別;購買履歴
G3000-R42-004,Rebuild_Set42,rebuild,case,生成AI/著作権,法務判断,複合ケース,高,高,企業が生成AIで広告画像を作る際、学習段階の議論とは別に、出力物をそのまま商用利用する前に確認すべき観点として最も適切なものはどれか。,出力物が既存著作物と類似し権利侵害にならないかを確認する,AIが作った画像には著作権や権利侵害の問題は一切生じない,プロンプトを短くすれば著作権上のリスクは消える,商用利用では説明可能性を確認すれば著作権確認は不要になる,A,生成AIの利用では、学習の適法性とは別に、出力が既存著作物に依拠・類似していないかなどの確認が必要になる。,正解。,Bは不適切。AIが作った画像には著作権や権利侵害の問題は一切生じないは、この設問で問う条件を満たさない。,Cは不適切。プロンプトを短くすれば著作権上のリスクは消えるは、この設問で問う条件を満たさない。,Dは不適切。商用利用では説明可能性を確認すれば著作権確認は不要になるは、この設問で問う条件を満たさない。,学習段階と出力利用段階を混同させる選択肢がひっかけ。,さいはての未来では、便利な共鳴世界ほど観測・検証・責任の線引きが必要になる、と戻して覚える。,生成AI;著作権;出力物;類似性;商用利用
G3000-R42-005,Rebuild_Set42,rebuild,case,モデル監視/閾値,運用判断,複合ケース,中,中,不正検知モデルで再現率を上げるため閾値を下げたところ、調査件数が急増し、担当者が処理しきれなくなった。次に考えるべきこととして最も適切なものはどれか。,業務側の処理能力、適合率、再現率のバランスを見て閾値を再設計する,再現率だけが高ければ不正検知モデルは常に最適である,閾値を下げれば下げるほど適合率も必ず上がる,教師なし学習に変更すれば人手調査は不要になる,A,不正検知では見逃しだけでなく、誤検知による調査コストも重要である。閾値は業務運用とセットで決める。,正解。,Bは不適切。再現率だけが高ければ不正検知モデルは常に最適であるは、この設問で問う条件を満たさない。,Cは不適切。閾値を下げれば下げるほど適合率も必ず上がるは、この設問で問う条件を満たさない。,Dは不適切。教師なし学習に変更すれば人手調査は不要になるは、この設問で問う条件を満たさない。,再現率重視を絶対視する選択肢がひっかけ。,さいはての未来では、便利な共鳴世界ほど観測・検証・責任の線引きが必要になる、と戻して覚える。,不正検知;閾値;適合率;再現率;業務負荷
G3000-R42-006,Rebuild_Set42,rebuild,case,XAI/説明責任,運用判断,複合ケース,中,中,融資審査AIで否決理由を顧客に説明する必要がある。説明可能性を高める対応として最も適切なものはどれか。,入力特徴量が判断に与えた影響を示し、人が確認できる説明を用意する,モデルをブラックボックスにすれば、説明責任の範囲は自動的に消える,精度が高ければ個別説明は不要になる,深層学習を使えば常に規制対応上の説明は不要になる,A,高リスクな意思決定では、精度だけでなく説明責任や顧客への説明可能性が問題になる。特徴量寄与や人の確認導線が重要。,正解。,Bは不適切。モデルをブラックボックスにすれば、説明責任の範囲は自動的に消えるは、この設問で問う条件を満たさない。,Cは不適切。精度が高ければ個別説明は不要になるは、この設問で問う条件を満たさない。,Dは不適切。深層学習を使えば常に規制対応上の説明は不要になるは、この設問で問う条件を満たさない。,『精度が高い＝説明不要』がひっかけ。,さいはての未来では、便利な共鳴世界ほど観測・検証・責任の線引きが必要になる、と戻して覚える。,説明可能性;XAI;融資審査;説明責任;特徴量寄与
G3000-R42-007,Rebuild_Set42,rebuild,case,データリーケージ/時系列,評価設計,複合ケース,中,高,解約予測で、解約後に発生する『退会アンケート回答有無』を特徴量に含めたところ、検証精度が極端に高くなった。この問題として最も適切なものはどれか。,未来情報が特徴量に混入したデータリーケージ,モデル容量が小さすぎるアンダーフィッティング,教師なし学習でラベルが存在しない問題,説明変数を減らしすぎた次元削減の失敗,A,予測時点では使えない情報を特徴量に入れると、評価値が不自然に高くなる。これはデータリーケージの典型例である。,正解。,Bは不適切。モデル容量が小さすぎるアンダーフィッティングは、この設問で問う条件を満たさない。,Cは不適切。教師なし学習でラベルが存在しない問題は、この設問で問う条件を満たさない。,Dは不適切。説明変数を減らしすぎた次元削減の失敗は、この設問で問う条件を満たさない。,精度が高いこと自体を成功と見るのがひっかけ。,さいはての未来では、便利な共鳴世界ほど観測・検証・責任の線引きが必要になる、と戻して覚える。,データリーケージ;解約予測;未来情報;時系列分割;特徴量
G3000-R42-008,Rebuild_Set42,rebuild,case,LLM/評価,評価設計,複合ケース,高,高,FAQ回答Botで、正答率は高いが、根拠文書にない断定がときどき混じる。評価設計として追加すべき観点はどれか。,回答の長さだけを評価する指標,根拠整合性や引用元に基づく忠実性の評価,GPU使用率のみの評価,ユーザーの入力文字数だけの評価,A,RAGやFAQ Botでは、単なる正答率に加えて、回答が根拠文書に忠実か、根拠を示せるかを評価する必要がある。,正解。,Bは不適切。根拠整合性や引用元に基づく忠実性の評価は、この設問で問う条件を満たさない。,Cは不適切。GPU使用率のみの評価は、この設問で問う条件を満たさない。,Dは不適切。ユーザーの入力文字数だけの評価は、この設問で問う条件を満たさない。,回答が自然なら正しい、という見方がひっかけ。,さいはての未来では、便利な共鳴世界ほど観測・検証・責任の線引きが必要になる、と戻して覚える。,LLM評価;忠実性;根拠整合性;RAG評価;ハルシネーション
G3000-R42-009,Rebuild_Set42,rebuild,case,MLOps/ロールバック,運用判断,複合ケース,中,中,新モデルをリリースした直後、特定条件で誤判定が増えた。被害拡大を抑える運用として最も適切なものはどれか。,旧モデルへ戻せるロールバック手順と監視アラートを用意する,本番後はモデルを固定し、ログを取らない,誤判定が出ても次回学習まで何もしない,学習データを消せば運用リスクは下がる,A,本番運用では、監視、アラート、ロールバック、影響範囲確認が重要である。モデル更新は戻せる設計で行う。,正解。,Bは不適切。本番後はモデルを固定し、ログを取らないは、この設問で問う条件を満たさない。,Cは不適切。誤判定が出ても次回学習まで何もしないは、この設問で問う条件を満たさない。,Dは不適切。学習データを消せば運用リスクは下がるは、この設問で問う条件を満たさない。,作ったモデルを出して終わり、という発想がひっかけ。,さいはての未来では、便利な共鳴世界ほど観測・検証・責任の線引きが必要になる、と戻して覚える。,MLOps;ロールバック;モデル監視;本番運用;アラート
G3000-R42-010,Rebuild_Set42,rebuild,case,公平性/サブグループ,評価設計,複合ケース,中,高,採用支援AIで全体の正解率は高いが、特定属性の候補者だけ不利な判定が多い。この場合に必要な確認として最も適切なものはどれか。,属性別の性能差や判定率の偏りを確認する,全体正解率が高ければ公平性の確認は不要である,属性情報をすべて消せば公平性問題は必ず消える,生成AIを使わなければバイアスは発生しない,A,公平性では、全体精度だけではなく、属性別のエラー率や判定率の差を確認する必要がある。,正解。,Bは不適切。全体正解率が高ければ公平性の確認は不要であるは、この設問で問う条件を満たさない。,Cは不適切。属性情報をすべて消せば公平性問題は必ず消えるは、この設問で問う条件を満たさない。,Dは不適切。生成AIを使わなければバイアスは発生しないは、この設問で問う条件を満たさない。,属性を消せば必ず公平になる、という単純化がひっかけ。,さいはての未来では、便利な共鳴世界ほど観測・検証・責任の線引きが必要になる、と戻して覚える。,公平性;バイアス;採用AI;サブグループ評価;属性別評価
